Pos,Name,Platform,Publisher,Genre,Week,Total,time,date,ESRB
1, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,856318,10017219,7,2010-01-01,E
2, Wii Sports , Wii , Nintendo , Sports ,688350,57990430,163,2010-01-01,E
3, Wii Sports Resort , Wii , Nintendo , Sports ,630924,12513646,28,2010-01-01,E
4, Wii Fit Plus , Wii , Nintendo , Sports ,603194,8450755,14,2010-01-01,E
5, Mario Kart Wii , Wii , Nintendo , Racing ,303492,20661738,91,2010-01-01,E
6, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,298883,8773298,8,2010-01-01,M
7, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,273325,6339967,8,2010-01-01,M
8, The Legend of Zelda: Spirit Tracks , DS , Nintendo , Adventure ,251192,1538110,4,2010-01-01,E10+
9, Wii Play , Wii , Nintendo , Misc ,212852,26657720,162,2010-01-01,E
10, Mario & Sonic at the Olympic Winter Games , Wii , Sega , Sports ,202530,2647304,12,2010-01-01,E
11, Assassin's Creed II , PS3 , Ubisoft , Action ,190113,2783449,7,2010-01-01,T
12, Assassin's Creed II , X360 , Ubisoft , Action ,183579,3050719,7,2010-01-01,T
13, Tomodachi Collection , DS , Nintendo , Misc ,183469,2505165,29,2010-01-01,E
14, Mario & Sonic at the Olympic Winter Games , DS , Sega , Sports ,179203,2100303,12,2010-01-01,E
15, New Super Mario Bros. , DS , Nintendo , Platform ,161626,21598928,190,2010-01-01,E
16, Just Dance , Wii , Ubisoft , Misc ,138122,705107,7,2010-01-01,E10+
17, Left 4 Dead 2 , X360 , Electronic Arts , Shooter ,136402,2311611,7,2010-01-01,M
18, Uncharted 2: Among Thieves , PS3 , Sony Computer Entertainment , Action ,130520,2770319,12,2010-01-01,T
19, Mario Kart DS , DS , Nintendo , Racing ,115607,16526686,216,2010-01-01,E
20, Final Fantasy XIII , PS3 , Square Enix , Role-Playing ,107330,1752245,3,2010-01-01,T
21, Need for Speed: Shift , PS3 , Electronic Arts , Racing ,104993,1787950,16,2010-01-01,E
22, Forza Motorsport 3 , X360 , Microsoft Game Studios , Racing ,97126,1971897,11,2010-01-01,E
23, Halo 3: ODST , X360 , Microsoft Game Studios , Shooter ,93555,4477917,15,2010-01-01,M
24, Mario & Luigi: Bowser's Inside Story , DS , Nintendo , Role-Playing ,90468,2174815,47,2010-01-01,E
25, FIFA Soccer 10 , PS3 , Electronic Arts , Sports ,88717,2632971,14,2010-01-01,E
26, LEGO Batman: The Videogame , X360 , Warner Bros. Interactive Entertainment , Adventure ,79106,2073977,67,2010-01-01,E10+
27, None , DS , Nintendo , Role-Playing ,77223,3556510,17,2010-01-01,T
28, Call of Duty: Modern Warfare: Reflex Edition , Wii , Activision , Shooter ,76521,699426,8,2010-01-01,M
29, Borderlands , X360 , Take-Two Interactive , Shooter ,74009,1453305,11,2010-01-01,M
30, Grand Theft Auto: Episodes from Liberty City , X360 , Take-Two Interactive , Adventure ,73990,1081509,10,2010-01-01,M
1, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,505641,10522860,8,2010-01-08,E
2, Kingdom Hearts: Birth by Sleep , PSP , Square Enix , Role-Playing ,456202,456202,1,2010-01-08,E10+
3, Wii Sports , Wii , Nintendo , Sports ,442670,58433100,164,2010-01-08,E
4, Wii Fit Plus , Wii , Nintendo , Sports ,346805,8797560,15,2010-01-08,E
5, Wii Sports Resort , Wii , Nintendo , Sports ,315334,12828980,29,2010-01-08,E
6, darksiders , X360 , THQ , Action ,223469,223469,1,2010-01-08,M
7, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,167639,8940937,9,2010-01-08,M
8, Bayonetta , X360 , Sega , Action ,167396,256481,11,2010-01-08,M
9, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,156739,6496706,9,2010-01-08,M
10, Mario Kart Wii , Wii , Nintendo , Racing ,130823,20792561,92,2010-01-08,E
11, Bayonetta , PS3 , Sega , Action ,127406,332429,11,2010-01-08,M
12, The Legend of Zelda: Spirit Tracks , DS , Nintendo , Adventure ,119951,1658061,5,2010-01-08,E10+
13, Wii Play , Wii , Nintendo , Misc ,95358,26753078,163,2010-01-08,E
14, Tomodachi Collection , DS , Nintendo , Misc ,94644,2599809,30,2010-01-08,E
15, Assassin's Creed II , X360 , Ubisoft , Action ,92665,3143384,8,2010-01-08,T
16, Assassin's Creed II , PS3 , Ubisoft , Action ,91272,2874721,8,2010-01-08,T
17, Just Dance , Wii , Ubisoft , Misc ,84505,789612,8,2010-01-08,E10+
18, New Super Mario Bros. , DS , Nintendo , Platform ,77558,21676486,191,2010-01-08,E
19, Mario & Sonic at the Olympic Winter Games , Wii , Sega , Sports ,73701,2721005,13,2010-01-08,E
20, Left 4 Dead 2 , X360 , Electronic Arts , Shooter ,71315,2382926,8,2010-01-08,M
21, Uncharted 2: Among Thieves , PS3 , Sony Computer Entertainment , Action ,67975,2838294,13,2010-01-08,T
22, Mario & Sonic at the Olympic Winter Games , DS , Sega , Sports ,64985,2165288,13,2010-01-08,E
23, Mario Kart DS , DS , Nintendo , Racing ,56881,16583568,217,2010-01-08,E
24, Forza Motorsport 3 , X360 , Microsoft Game Studios , Racing ,50730,2022627,12,2010-01-08,E
25, FIFA Soccer 10 , PS3 , Electronic Arts , Sports ,47980,2680951,15,2010-01-08,E
26, EA Sports Active , Wii , Electronic Arts , Sports ,46989,2587446,34,2010-01-08,E
27, Mario & Luigi: Bowser's Inside Story , DS , Nintendo , Role-Playing ,44904,2219719,48,2010-01-08,E
28, Need for Speed: Shift , PS3 , Electronic Arts , Racing ,43131,1831081,17,2010-01-08,E
29, Call of Duty: Modern Warfare: Reflex Edition , Wii , Activision , Shooter ,43057,742483,9,2010-01-08,M
30, None , DS , Nintendo , Role-Playing ,40663,3597173,18,2010-01-08,T
1, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,394144,10917004,9,2010-01-15,E
2, Wii Fit Plus , Wii , Nintendo , Sports ,298136,9095695,16,2010-01-15,E
3, Wii Sports , Wii , Nintendo , Sports ,242766,58675866,165,2010-01-15,E
4, Wii Sports Resort , Wii , Nintendo , Sports ,237666,13066646,30,2010-01-15,E
5, Army of Two: The 40th Day , X360 , Electronic Arts , Shooter ,169418,169418,1,2010-01-15,M
6, Kingdom Hearts: Birth by Sleep , PSP , Square Enix , Role-Playing ,153852,610054,2,2010-01-15,E10+
7, Just Dance , Wii , Ubisoft , Misc ,136080,925692,9,2010-01-15,E10+
8, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,125247,9066184,10,2010-01-15,M
9, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,121170,6617876,10,2010-01-15,M
10, Army of Two: The 40th Day , PS3 , Electronic Arts , Shooter ,119527,119527,1,2010-01-15,M
11, darksiders , X360 , THQ , Action ,106272,329741,2,2010-01-15,M
12, Resident Evil: The Darkside Chronicles , Wii , Capcom , Shooter ,91097,394394,9,2010-01-15,M
13, Bayonetta , X360 , Sega , Action ,86933,343414,12,2010-01-15,M
14, Mario Kart Wii , Wii , Nintendo , Racing ,86374,20878935,93,2010-01-15,E
15, The Legend of Zelda: Spirit Tracks , DS , Nintendo , Adventure ,75374,1733435,6,2010-01-15,E10+
16, Bayonetta , PS3 , Sega , Action ,65169,397598,12,2010-01-15,M
17, Wii Play , Wii , Nintendo , Misc ,63283,26816361,164,2010-01-15,E
18, Assassin's Creed II , PS3 , Ubisoft , Action ,61562,2936283,9,2010-01-15,T
19, Tomodachi Collection , DS , Nintendo , Misc ,59425,2659234,31,2010-01-15,E
20, Assassin's Creed II , X360 , Ubisoft , Action ,57937,3201321,9,2010-01-15,T
21, New Super Mario Bros. , DS , Nintendo , Platform ,57909,21734395,192,2010-01-15,E
22, EA Sports Active , Wii , Electronic Arts , Sports ,44497,2631943,35,2010-01-15,E
23, Uncharted 2: Among Thieves , PS3 , Sony Computer Entertainment , Action ,44193,2882487,14,2010-01-15,T
24, Mario Kart DS , DS , Nintendo , Racing ,43695,16627263,218,2010-01-15,E
25, Mario & Sonic at the Olympic Winter Games , DS , Sega , Sports ,42791,2208079,14,2010-01-15,E
26, Mario & Sonic at the Olympic Winter Games , Wii , Sega , Sports ,41175,2762180,14,2010-01-15,E
27, Left 4 Dead 2 , X360 , Electronic Arts , Shooter ,36555,2419481,9,2010-01-15,M
28, Forza Motorsport 3 , X360 , Microsoft Game Studios , Racing ,35711,2058338,13,2010-01-15,E
29, FIFA Soccer 10 , PS3 , Electronic Arts , Sports ,35013,2715964,16,2010-01-15,E
30, Your Shape featuring Jenny McCarthy , Wii , Ubisoft , Sports ,33938,347651,8,2010-01-15,E
1, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,347898,11264902,10,2010-01-22,E
2, Wii Sports , Wii , Nintendo , Sports ,299447,58975313,166,2010-01-22,E
3, Wii Fit Plus , Wii , Nintendo , Sports ,266653,9362348,17,2010-01-22,E
4, Wii Sports Resort , Wii , Nintendo , Sports ,231026,13297672,31,2010-01-22,E
5, Just Dance , Wii , Ubisoft , Misc ,120391,1046083,10,2010-01-22,E10+
6, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,113391,9179575,11,2010-01-22,M
7, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,110914,6728790,11,2010-01-22,M
8, Valkyria Chronicles II , PSP , Sega , Role-Playing ,98112,98112,1,2010-01-22,T
9, Army of Two: The 40th Day , X360 , Electronic Arts , Shooter ,90238,259656,2,2010-01-22,M
10, Mario Kart Wii , Wii , Nintendo , Racing ,77019,20955954,94,2010-01-22,E
11, Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces , PSP , Namco Bandai Games , Shooter ,75166,75166,1,2010-01-22,E10+
12, Dark Void , X360 , Capcom , Action ,69515,69515,1,2010-01-22,T
13, Army of Two: The 40th Day , PS3 , Electronic Arts , Shooter ,66373,185900,2,2010-01-22,M
14, darksiders , X360 , THQ , Action ,61999,391740,3,2010-01-22,M
15, Kingdom Hearts: Birth by Sleep , PSP , Square Enix , Role-Playing ,58534,668588,3,2010-01-22,E10+
16, Wii Play , Wii , Nintendo , Misc ,55885,26872246,165,2010-01-22,E
17, The Legend of Zelda: Spirit Tracks , DS , Nintendo , Adventure ,54965,1788400,7,2010-01-22,E10+
18, Tomodachi Collection , DS , Nintendo , Misc ,51956,2711190,32,2010-01-22,E
19, New Super Mario Bros. , DS , Nintendo , Platform ,51023,21785419,193,2010-01-22,E
20, Bayonetta , X360 , Sega , Action ,49937,393351,13,2010-01-22,M
21, Assassin's Creed II , PS3 , Ubisoft , Action ,47890,2984173,10,2010-01-22,T
22, Dark Void , PS3 , Capcom , Action ,47752,47752,1,2010-01-22,T
23, Assassin's Creed II , X360 , Ubisoft , Action ,43183,3244504,10,2010-01-22,T
24, Bayonetta , PS3 , Sega , Action ,38887,436485,13,2010-01-22,M
25, EA Sports Active , Wii , Electronic Arts , Sports ,37018,2668961,36,2010-01-22,E
26, Mario Kart DS , DS , Nintendo , Racing ,36873,16664136,219,2010-01-22,E
27, Uncharted 2: Among Thieves , PS3 , Sony Computer Entertainment , Action ,35919,2918406,15,2010-01-22,T
28, Mario & Sonic at the Olympic Winter Games , DS , Sega , Sports ,35244,2243323,15,2010-01-22,E
29, Mario & Sonic at the Olympic Winter Games , Wii , Sega , Sports ,32410,2794590,15,2010-01-22,E
30, Resident Evil: The Darkside Chronicles , Wii , Capcom , Shooter ,31917,426311,10,2010-01-22,M
1, Dragon Quest VI: Realms of Revelation , DS , Nintendo , Role-Playing ,909526,909526,1,2010-01-29,T
2, Mass Effect 2 , X360 , Electronic Arts , Role-Playing ,874373,874373,1,2010-01-29,M
3, MAG: Massive Action Game , PS3 , Sony Computer Entertainment , Shooter ,318657,318657,1,2010-01-29,T
4, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,308350,11573252,11,2010-01-29,E
5, Wii Sports , Wii , Nintendo , Sports ,297060,59272373,167,2010-01-29,E
6, Wii Fit Plus , Wii , Nintendo , Sports ,209776,9572124,18,2010-01-29,E
7, Wii Sports Resort , Wii , Nintendo , Sports ,206560,13504232,32,2010-01-29,E
8, Resonance of Fate , PS3 , Sega , Role-Playing ,131576,131576,1,2010-01-29,T
9, Just Dance , Wii , Ubisoft , Misc ,131291,1177374,11,2010-01-29,E10+
10, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,118442,9298017,12,2010-01-29,M
11, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,115464,6844254,12,2010-01-29,M
12, Tatsunoko vs. Capcom: Ultimate All-Stars , Wii , Capcom , Fighting ,104679,104679,1,2010-01-29,T
13, Ar tonelico Qoga: Knell of Ar Ciel , PS3 , Tecmo Koei , Role-Playing ,81699,81699,1,2010-01-29,M
14, Mario Kart Wii , Wii , Nintendo , Racing ,77536,21033490,95,2010-01-29,E
15, Army of Two: The 40th Day , X360 , Electronic Arts , Shooter ,62428,322084,3,2010-01-29,M
16, New Super Mario Bros. , DS , Nintendo , Platform ,52535,21837954,194,2010-01-29,E
17, Wii Play , Wii , Nintendo , Misc ,51154,26923400,166,2010-01-29,E
18, Tomodachi Collection , DS , Nintendo , Misc ,48647,2759837,33,2010-01-29,E
19, The Legend of Zelda: Spirit Tracks , DS , Nintendo , Adventure ,46783,1835183,8,2010-01-29,E10+
20, Assassin's Creed II , PS3 , Ubisoft , Action ,44218,3028391,11,2010-01-29,T
21, No More Heroes 2: Desperate Struggle , Wii , Marvelous Interactive , Action ,41684,41684,1,2010-01-29,M
22, Army of Two: The 40th Day , PS3 , Electronic Arts , Shooter ,40868,226768,3,2010-01-29,M
23, Assassin's Creed II , X360 , Ubisoft , Action ,38859,3283363,11,2010-01-29,T
24, Mass Effect 2 , PC , Electronic Arts , Role-Playing ,36691,36691,1,2010-01-29,M
25, Uncharted 2: Among Thieves , PS3 , Sony Computer Entertainment , Action ,34776,2953182,16,2010-01-29,T
26, Mario Kart DS , DS , Nintendo , Racing ,34658,16698794,220,2010-01-29,E
27, EA Sports Active , Wii , Electronic Arts , Sports ,34335,2703296,37,2010-01-29,E
28, darksiders , X360 , THQ , Action ,33807,425547,4,2010-01-29,M
29, FIFA Soccer 10 , PS3 , Electronic Arts , Sports ,31192,2778286,18,2010-01-29,E
30, Mario & Sonic at the Olympic Winter Games , DS , Sega , Sports ,30677,2274000,16,2010-01-29,E
1, God Eater , PSP , Unknown , Action ,280790, NA ,5,2010-02-05,T
2, Wii Sports , Wii , Nintendo , Sports ,263901,59536274,168,2010-02-05,E
3, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,263607,11836859,12,2010-02-05,E
4, Mass Effect 2 , X360 , Electronic Arts , Role-Playing ,242740,1117113,2,2010-02-05,M
5, Dragon Quest VI: Realms of Revelation , DS , Nintendo , Role-Playing ,182624,1092150,2,2010-02-05,T
6, Wii Fit Plus , Wii , Nintendo , Sports ,171200,9743324,19,2010-02-05,E
7, Wii Sports Resort , Wii , Nintendo , Sports ,169554,13673786,33,2010-02-05,E
8, MAG: Massive Action Game , PS3 , Sony Computer Entertainment , Shooter ,151043,469700,2,2010-02-05,T
9, Just Dance , Wii , Ubisoft , Misc ,118226,1295600,12,2010-02-05,E10+
10, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,116247,9414264,13,2010-02-05,M
11, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,111879,6956133,13,2010-02-05,M
12, Star Ocean: The Last Hope International , PS3 , Square Enix , Role-Playing ,81710,81710,1,2010-02-05,T
13, White Knight Chronicles: International Edition , PS3 , Sony Computer Entertainment , Role-Playing ,77908,437019,59,2010-02-05,T
14, Mario Kart Wii , Wii , Nintendo , Racing ,77525,21111015,96,2010-02-05,E
15, Wii Play , Wii , Nintendo , Misc ,48571,26971971,167,2010-02-05,E
16, New Super Mario Bros. , DS , Nintendo , Platform ,47924,21885878,195,2010-02-05,E
17, Dante's Inferno , PS3 , Electronic Arts , Action ,42382,42382,1,2010-02-05,M
18, Tomodachi Collection , DS , Nintendo , Misc ,41790,2801627,34,2010-02-05,E
19, Army of Two: The 40th Day , X360 , Electronic Arts , Shooter ,39183,361267,4,2010-02-05,M
20, Assassin's Creed II , PS3 , Ubisoft , Action ,38346,3066737,12,2010-02-05,T
21, The Legend of Zelda: Spirit Tracks , DS , Nintendo , Adventure ,38023,1873206,9,2010-02-05,E10+
22, Tatsunoko vs. Capcom: Ultimate All-Stars , Wii , Capcom , Fighting ,36343,141022,2,2010-02-05,T
23, Dante's Inferno , X360 , Electronic Arts , Action ,35781,35781,1,2010-02-05,M
24, Mario Kart DS , DS , Nintendo , Racing ,33188,16731982,221,2010-02-05,E
25, Uncharted 2: Among Thieves , PS3 , Sony Computer Entertainment , Action ,32674,2985856,17,2010-02-05,T
26, Assassin's Creed II , X360 , Ubisoft , Action ,32588,3315951,12,2010-02-05,T
27, FIFA Soccer 10 , PS3 , Electronic Arts , Sports ,31040,2809326,19,2010-02-05,E
28, EA Sports Active , Wii , Electronic Arts , Sports ,30151,2733447,38,2010-02-05,E
29, Mario & Sonic at the Olympic Winter Games , DS , Sega , Sports ,29308,2303308,17,2010-02-05,E
30, Call of Duty: Modern Warfare: Reflex Edition , Wii , Activision , Shooter ,28962,849466,13,2010-02-05,M
1, BioShock 2 , X360 , Take-Two Interactive , Shooter ,544849,544849,1,2010-02-12,M
2, BioShock 2 , PS3 , Take-Two Interactive , Shooter ,270211,270211,1,2010-02-12,M
3, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,258707,12095566,13,2010-02-12,E
4, Wii Sports , Wii , Nintendo , Sports ,218762,59755036,169,2010-02-12,E
5, Dante's Inferno , PS3 , Electronic Arts , Action ,176609,218991,2,2010-02-12,M
6, Wii Sports Resort , Wii , Nintendo , Sports ,156817,13830603,34,2010-02-12,E
7, Wii Fit Plus , Wii , Nintendo , Sports ,156175,9899499,20,2010-02-12,E
8, Dante's Inferno , X360 , Electronic Arts , Action ,153730,189511,2,2010-02-12,M
9, Mass Effect 2 , X360 , Electronic Arts , Role-Playing ,137882,1254995,3,2010-02-12,M
10, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,117561,7073694,14,2010-02-12,M
11, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,114527,9528791,14,2010-02-12,M
12, Just Dance , Wii , Ubisoft , Misc ,112978,1408578,13,2010-02-12,E10+
13, God Eater , PSP , Unknown , Action ,108777, NA ,5,2010-02-12,T
14, Dragon Quest VI: Realms of Revelation , DS , Nintendo , Role-Playing ,82319,1174469,3,2010-02-12,T
15, MAG: Massive Action Game , PS3 , Sony Computer Entertainment , Shooter ,81996,551696,3,2010-02-12,T
16, Mario Kart Wii , Wii , Nintendo , Racing ,79516,21190531,97,2010-02-12,E
17, Star Ocean: The Last Hope International , PS3 , Square Enix , Role-Playing ,68385,150095,2,2010-02-12,T
18, New Super Mario Bros. , DS , Nintendo , Platform ,53228,21939106,196,2010-02-12,E
19, Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition , DS , Konami Digital Entertainment , Sports ,44834,44834,1,2010-02-12,E
20, Wii Play , Wii , Nintendo , Misc ,44712,27016683,168,2010-02-12,E
21, Tomodachi Collection , DS , Nintendo , Misc ,41477,2843104,35,2010-02-12,E
22, Mario & Sonic at the Olympic Winter Games , DS , Sega , Sports ,37108,2340416,18,2010-02-12,E
23, Quiz Magic Academy DS: Futatsu no Jikuu Koku , DS , Konami Digital Entertainment , Misc ,34690,34690,1,2010-02-12,E10+
24, FIFA Soccer 10 , PS3 , Electronic Arts , Sports ,33783,2843109,20,2010-02-12,E
25, Assassin's Creed II , PS3 , Ubisoft , Action ,33709,3100446,13,2010-02-12,T
26, The Legend of Zelda: Spirit Tracks , DS , Nintendo , Adventure ,33529,1906735,10,2010-02-12,E10+
27, Mario Kart DS , DS , Nintendo , Racing ,32090,16764072,222,2010-02-12,E
28, BioShock 2 , PC , Unknown , Shooter ,31854, NA ,5,2010-02-12,M
29, White Knight Chronicles: International Edition , PS3 , Sony Computer Entertainment , Role-Playing ,31849,468868,60,2010-02-12,T
30, Mario & Sonic at the Olympic Winter Games , Wii , Sega , Sports ,30747,2874189,18,2010-02-12,E
1, Aliens vs Predator , X360 , Sega , Shooter ,315117,315117,1,2010-02-19,M
2, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,264532,12360098,14,2010-02-19,E
3, Wii Sports , Wii , Nintendo , Sports ,257314,60012350,170,2010-02-19,E
4, Aliens vs Predator , PS3 , Sega , Shooter ,226758,226758,1,2010-02-19,M
5, BioShock 2 , X360 , Take-Two Interactive , Shooter ,190215,735064,2,2010-02-19,M
6, Wii Sports Resort , Wii , Nintendo , Sports ,164334,13994937,35,2010-02-19,E
7, Resident Evil 5 , PS3 , Capcom , Action ,156170,3000959,51,2010-02-19,M
8, Wii Fit Plus , Wii , Nintendo , Sports ,140896,10040395,21,2010-02-19,E
9, Just Dance , Wii , Ubisoft , Misc ,137553,1546131,14,2010-02-19,E10+
10, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,110481,7184175,15,2010-02-19,M
11, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,109883,9638674,15,2010-02-19,M
12, BioShock 2 , PS3 , Take-Two Interactive , Shooter ,102630,372841,2,2010-02-19,M
13, Dante's Inferno , PS3 , Electronic Arts , Action ,81049,300040,3,2010-02-19,M
14, Mario Kart Wii , Wii , Nintendo , Racing ,78180,21268711,98,2010-02-19,E
15, Dante's Inferno , X360 , Electronic Arts , Action ,76307,265818,3,2010-02-19,M
16, Mass Effect 2 , X360 , Electronic Arts , Role-Playing ,76225,1331220,4,2010-02-19,M
17, God Eater , PSP , Unknown , Action ,67613, NA ,5,2010-02-19,T
18, Mario & Sonic at the Olympic Winter Games , Wii , Sega , Sports ,61237,2935426,19,2010-02-19,E
19, Mario & Sonic at the Olympic Winter Games , DS , Sega , Sports ,59408,2399824,19,2010-02-19,E
20, New Super Mario Bros. , DS , Nintendo , Platform ,57670,21996776,197,2010-02-19,E
21, Aliens vs Predator , PC , Sega , Shooter ,56607,56607,1,2010-02-19,M
22, MAG: Massive Action Game , PS3 , Sony Computer Entertainment , Shooter ,54520,606216,4,2010-02-19,T
23, Wii Play , Wii , Nintendo , Misc ,44071,27060754,169,2010-02-19,E
24, Dragon Quest VI: Realms of Revelation , DS , Nintendo , Role-Playing ,43680,1218149,4,2010-02-19,T
25, The Legend of Zelda: Spirit Tracks , DS , Nintendo , Adventure ,39257,1945992,11,2010-02-19,E10+
26, Ace Attorney Investigations: Miles Edgeworth , DS , Capcom , Adventure ,37883,338072,39,2010-02-19,T
27, SOCOM: U.S. Navy SEALs Fireteam Bravo 3 , PSP , Sony Computer Entertainment , Shooter ,37528,46147,2,2010-02-19,T
28, Mario Kart DS , DS , Nintendo , Racing ,34860,16798933,223,2010-02-19,E
29, Tomodachi Collection , DS , Nintendo , Misc ,33990,2877094,36,2010-02-19,E
30, Star Ocean: The Last Hope International , PS3 , Square Enix , Role-Playing ,31989,182084,3,2010-02-19,T
1, Heavy Rain , PS3 , Sony Computer Entertainment , Adventure ,525710,550846,2,2010-02-26,M
2, Wii Sports , Wii , Nintendo , Sports ,229619,60241969,171,2010-02-26,E
3, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,226682,12586780,15,2010-02-26,E
4, Aliens vs Predator , X360 , Sega , Shooter ,159984,475101,2,2010-02-26,M
5, Wii Sports Resort , Wii , Nintendo , Sports ,154050,14148987,36,2010-02-26,E
6, Just Dance , Wii , Ubisoft , Misc ,146312,1692443,15,2010-02-26,E10+
7, Wii Fit Plus , Wii , Nintendo , Sports ,133255,10173650,22,2010-02-26,E
8, Aliens vs Predator , PS3 , Sega , Shooter ,116696,343454,2,2010-02-26,M
9, BioShock 2 , X360 , Take-Two Interactive , Shooter ,110829,845893,3,2010-02-26,M
10, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,98875,9737549,16,2010-02-26,M
11, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,95656,7279831,16,2010-02-26,M
12, Mario Kart Wii , Wii , Nintendo , Racing ,75811,21344522,99,2010-02-26,E
13, Mugen no Frontier: Super Robot Taisen OG Saga EXCEED , DS , Namco Bandai Games , Role-Playing ,72487,72487,1,2010-02-26,T
14, Kenka Banchou 4: Ichinen Sensou , PSP , Spike , Action ,71589,71589,1,2010-02-26,E10+
15, Dante's Inferno , PS3 , Electronic Arts , Action ,57631,357671,4,2010-02-26,M
16, New Super Mario Bros. , DS , Nintendo , Platform ,54895,22051671,198,2010-02-26,E
17, Resident Evil 5 , PS3 , Capcom , Action ,54864,3055823,52,2010-02-26,M
18, BioShock 2 , PS3 , Take-Two Interactive , Shooter ,54064,426905,3,2010-02-26,M
19, Mass Effect 2 , X360 , Electronic Arts , Role-Playing ,49943,1381163,5,2010-02-26,M
20, Endless Ocean: Blue World , Wii , Nintendo , Simulation ,49764,155487,24,2010-02-26,E10+
21, Dante's Inferno , X360 , Electronic Arts , Action ,49723,315541,4,2010-02-26,M
22, Mario & Sonic at the Olympic Winter Games , DS , Sega , Sports ,47368,2447192,20,2010-02-26,E
23, Sonic & SEGA All-Stars Racing , Wii , Sega , Racing ,46821,46821,1,2010-02-26,K-A
24, Mario & Sonic at the Olympic Winter Games , Wii , Sega , Sports ,46478,2981904,20,2010-02-26,E
25, Hot Shots Tennis: Get a Grip , PSP , Sony Computer Entertainment , Sports ,45324,45324,1,2010-02-26,E
26, God Eater , PSP , Unknown , Action ,44964, NA ,5,2010-02-26,T
27, MAG: Massive Action Game , PS3 , Sony Computer Entertainment , Shooter ,43135,649351,5,2010-02-26,T
28, Napoleon: Total War , PC , Sega , Strategy ,41462,41462,1,2010-02-26,T
29, Wii Play , Wii , Nintendo , Misc ,41442,27102196,170,2010-02-26,E
30, Fushigi no Dungeon: Fuurai no Shiren 4 - Kami no Hitomi to Akuma no Heso , DS , Spike , Role-Playing ,40434,40434,1,2010-02-26,E10+
1, Battlefield: Bad Company 2 , X360 , Electronic Arts , Shooter ,795089,795089,1,2010-03-05,M
2, Battlefield: Bad Company 2 , PS3 , Electronic Arts , Shooter ,504307,504307,1,2010-03-05,M
3, Wii Sports , Wii , Nintendo , Sports ,292244,60534213,172,2010-03-05,E
4, Heavy Rain , PS3 , Sony Computer Entertainment , Adventure ,184449,735295,3,2010-03-05,M
5, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,179807,12766587,16,2010-03-05,E
6, None , DS , Nintendo , Role-Playing ,178619,178619,1,2010-03-05,T
7, Wii Fit Plus , Wii , Nintendo , Sports ,176242,10349892,23,2010-03-05,E
8, MLB 10: The Show , PS3 , Sony Computer Entertainment , Sports ,152795,152795,1,2010-03-05,E
9, Just Dance , Wii , Ubisoft , Misc ,142446,1834889,16,2010-03-05,E10+
10, Wii Sports Resort , Wii , Nintendo , Sports ,136214,14285201,37,2010-03-05,E
11, Battlefield: Bad Company 2 , PC , Electronic Arts , Shooter ,93141,93141,1,2010-03-05,M
12, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,90175,9827724,17,2010-03-05,M
13, Aliens vs Predator , X360 , Sega , Shooter ,87069,562170,3,2010-03-05,M
14, BioShock 2 , X360 , Take-Two Interactive , Shooter ,85594,931487,4,2010-03-05,M
15, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,85318,7365149,17,2010-03-05,M
16, Mario Kart Wii , Wii , Nintendo , Racing ,70260,21414782,100,2010-03-05,E
17, .hack//Link , PSP , Namco Bandai Games , Role-Playing ,63258,63258,1,2010-03-05,T
18, Aliens vs Predator , PS3 , Sega , Shooter ,63037,406491,3,2010-03-05,M
