id,pos,name,platform,publisher,genre,week,total,time,date,esrb,dateint,when
693,3, Forza Motorsport 2 , X360 , Microsoft Game Studios , Racing ,124661,549991,4,2007-06-16,E,39249,May-07
694,4, Wii Play , Wii , Nintendo , Misc ,121424,3689225,29,2007-06-16,E,39249,Nov-06
695,5, Mario Party 8 , Wii , Nintendo , Misc ,107944,582499,3,2007-06-16,E,39249,May-07
696,6, Nintendogs , DS , Nintendo , Simulation ,78066,13745288,113,2007-06-16,E,39249,Apr-05
697,7, Tenchu Z , X360 , From Software , Action ,70133,84735,37,2007-06-16,M,39249,Sep-06
698,8, Flash Focus: Vision Training in Minutes a Day , DS , Nintendo , Misc ,67377,243859,3,2007-06-16,E,39249,May-07
699,9, New Super Mario Bros. , DS , Nintendo , Platform ,66614,10258820,57,2007-06-16,E,39249,May-06
700,10, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,58620,7745911,109,2007-06-16,E,39249,May-05
701,11, Eternal Sonata , X360 , Atari , Role-Playing ,47460,47460,1,2007-06-16,T,39249,Jun-07
702,12, Ninja Gaiden Sigma , PS3 , Eidos Interactive , Action ,44531,44531,1,2007-06-16,M,39249,Jun-07
703,13, Big Brain Academy: Wii Degree , Wii , Nintendo , Misc ,44040,224724,8,2007-06-16,E,39249,Apr-07
704,14, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,38884,3130225,30,2007-06-16,T,39249,Nov-06
705,15, Guitar Hero II , X360 , Activision , Misc ,38799,830559,11,2007-06-16,T,39249,Mar-07
706,16, Mario Kart DS , DS , Nintendo , Racing ,36653,6888065,83,2007-06-16,E,39249,Nov-05
707,17, Animal Crossing: Wild World , DS , Nintendo , Simulation ,35088,7560045,82,2007-06-16,E,39249,Nov-05
708,18, Super Paper Mario , Wii , Nintendo , Platform ,34070,1003164,10,2007-06-16,E,39249,Apr-07
709,19, Cooking Mama , DS , 505 Games , Simulation ,29014,670470,65,2007-06-16,E,39249,Mar-06
710,20, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,25499,4536198,77,2007-06-16,E,39249,Dec-05
711,21, Pirates of the Caribbean: At World's End , PS3 , Disney Interactive Studios , Action ,25082,145816,4,2007-06-16,T,39249,May-07
712,22, Big Brain Academy , DS , Nintendo , Misc ,22229,3481778,103,2007-06-16,E,39249,Jun-05
713,23, Shadowrun , X360 , Microsoft Game Studios , Role-Playing ,22184,154951,3,2007-06-16,M,39249,May-07
714,24, Resistance: Fall of Man , PS3 , Sony Computer Entertainment , Shooter ,20054,1325566,32,2007-06-16,M,39249,Nov-06
715,25, Call of Duty 3 , PS3 , Activision , Shooter ,19715,503353,31,2007-06-16,T,39249,Nov-06
716,26, Practise English! , DS , Nintendo , Misc ,19569,312882,12,2007-06-16,E,39249,Mar-07
717,27, DiRT , X360 , Codemasters , Racing ,19370,19370,1,2007-06-16,E,39249,Jun-07
718,28, MotorStorm , PS3 , Sony Computer Entertainment , Racing ,19354,776293,27,2007-06-16,T,39249,Dec-06
719,29, Mario Strikers Charged , Wii , Nintendo , Sports ,18688,74755,4,2007-06-16,E10+,39249,May-07
720,30, Grand Theft Auto: Liberty City Stories , PSP , Capcom , Action ,18514,4238787,86,2007-06-16,M,39249,Oct-05
721,1, The Legend of Zelda: Phantom Hourglass , DS , Nintendo , Adventure ,304610,304610,0,2007-06-23,E,39256,Jun-07
722,2, Wii Sports , Wii , Nintendo , Sports ,210508,7684284,31,2007-06-23,E,39256,Nov-06
723,3, Itadaki Street DS , DS , Square Enix , Misc ,147912,147912,1,2007-06-23,E,39256,Jun-07
724,4, Wii Play , Wii , Nintendo , Misc ,115025,3804250,30,2007-06-23,E,39256,Nov-06
725,5, Pokemon Diamond/Pokemon Pearl , DS , Nintendo , Role-Playing ,113768,8036439,40,2007-06-23,T,39256,Sep-06
726,6, Forza Motorsport 2 , X360 , Microsoft Game Studios , Racing ,83485,633476,5,2007-06-23,E,39256,May-07
727,7, Mario Party 8 , Wii , Nintendo , Misc ,82171,664670,4,2007-06-23,E,39256,May-07
728,8, Resident Evil 4: Wii Edition , Wii , Capcom , Action ,77657,147363,4,2007-06-23,M,39256,May-07
729,9, Nintendogs , DS , Nintendo , Simulation ,73439,13818727,114,2007-06-23,E,39256,Apr-05
730,10, DiRT , X360 , Codemasters , Racing ,73273,92643,2,2007-06-23,E,39256,Jun-07
731,11, New Super Mario Bros. , DS , Nintendo , Platform ,65741,10324562,58,2007-06-23,E,39256,May-06
732,12, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,52710,7798621,110,2007-06-23,E,39256,May-05
733,13, Flash Focus: Vision Training in Minutes a Day , DS , Nintendo , Misc ,50524,294383,4,2007-06-23,E,39256,May-07
734,14, Guitar Hero II , X360 , Activision , Misc ,42051,872610,12,2007-06-23,T,39256,Mar-07
735,15, Mario Kart DS , DS , Nintendo , Racing ,39170,6927236,84,2007-06-23,E,39256,Nov-05
736,16, Transformers: Autobots / Decepticons , DS , Activision , Action ,36592,36592,1,2007-06-23,E10+,39256,Jun-07
737,17, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,36525,3166750,31,2007-06-23,T,39256,Nov-06
738,18, Tenchu Z , X360 , From Software , Action ,35172,119907,38,2007-06-23,M,39256,Sep-06
739,19, Animal Crossing: Wild World , DS , Nintendo , Simulation ,34204,7594249,83,2007-06-23,E,39256,Nov-05
740,20, Big Brain Academy: Wii Degree , Wii , Nintendo , Misc ,33182,257906,9,2007-06-23,E,39256,Apr-07
741,21, Cooking Mama , DS , 505 Games , Simulation ,31295,701765,66,2007-06-23,E,39256,Mar-06
742,22, Super Paper Mario , Wii , Nintendo , Platform ,30690,1033854,11,2007-06-23,E,39256,Apr-07
743,23, Victorious Boxers: Revolution , Wii , Ubisoft , Fighting ,26060,26060,1,2007-06-23,T,39256,Jun-07
744,24, Resistance: Fall of Man , PS3 , Sony Computer Entertainment , Shooter ,21628,1347194,33,2007-06-23,M,39256,Nov-06
745,25, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,20915,4557113,78,2007-06-23,E,39256,Dec-05
746,26, Big Brain Academy , DS , Nintendo , Misc ,20708,3502486,104,2007-06-23,E,39256,Jun-05
747,27, MotorStorm , PS3 , Sony Computer Entertainment , Racing ,20303,796596,28,2007-06-23,T,39256,Dec-06
748,28, Pirates of the Caribbean: At World's End , PS3 , Disney Interactive Studios , Action ,19920,165736,5,2007-06-23,T,39256,May-07
749,29, Cooking Mama: Cook Off , Wii , 505 Games , Simulation ,19049,248023,20,2007-06-23,E,39256,Feb-07
750,30, Practise English! , DS , Nintendo , Misc ,17548,330430,13,2007-06-23,E,39256,Mar-07
751,1, Wii Sports , Wii , Nintendo , Sports ,235821,7920105,32,2007-06-30,E,39263,Nov-06
752,2, The Legend of Zelda: Phantom Hourglass , DS , Nintendo , Adventure ,153122,457732,1,2007-06-30,E,39263,Jun-07
753,3, Pokemon Battle Revolution , Wii , Nintendo , Role-Playing ,148191,430373,29,2007-06-30,T,39263,Dec-06
754,4, Wii Play , Wii , Nintendo , Misc ,115426,3919676,31,2007-06-30,E,39263,Nov-06
755,5, The Darkness , X360 , Take-Two Interactive , Shooter ,113804,113804,1,2007-06-30,M,39263,Jun-07
756,6, Pokemon Battle Revolution , DS , Nintendo , Role-Playing ,112615,8149054,41,2007-06-30,T,39263,Sep-06
757,7, Tom Clancy's Rainbow Six: Vegas , PS3 , Ubisoft , Shooter ,93925,93925,1,2007-06-30,M,39263,Jun-07
758,8, Resident Evil 4: Wii Edition , Wii , Capcom , Action ,80573,227936,5,2007-06-30,M,39263,May-07
759,9, Nintendogs , DS , Nintendo , Simulation ,77326,13896053,115,2007-06-30,E,39263,Apr-05
760,10, Transformers: The Game , X360 , Activision , Action ,72406,72406,1,2007-06-30,T,39263,Jun-07
761,11, Overlord , X360 , Codemasters , Strategy ,69072,69072,1,2007-06-30,T,39263,Jun-07
762,12, Mario Party 8 , Wii , Nintendo , Misc ,66638,731308,5,2007-06-30,E,39263,May-07
763,13, Itadaki Street DS , DS , Square Enix , Misc ,65968,213880,2,2007-06-30,E,39263,Jun-07
764,14, New Super Mario Bros. , DS , Nintendo , Platform ,62656,10387218,59,2007-06-30,E,39263,May-06
765,15, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,62476,4619589,79,2007-06-30,E,39263,Dec-05
766,16, Forza Motorsport 2 , X360 , Microsoft Game Studios , Racing ,58776,692252,6,2007-06-30,E,39263,May-07
767,17, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,52847,7851468,111,2007-06-30,E,39263,May-05
768,18, Flash Focus: Vision Training in Minutes a Day , DS , Nintendo , Misc ,51434,345817,5,2007-06-30,E,39263,May-07
769,19, Transformers: Autobots / Decepticons , DS , Activision , Action ,49980,86572,2,2007-06-30,E10+,39263,Jun-07
770,20, Ratchet & Clank: Size Matters , PSP , Sony Computer Entertainment , Platform ,48272,250210,20,2007-06-30,T,39263,Feb-07
771,21, The Darkness , PS3 , Take-Two Interactive , Shooter ,45828,45828,6,2007-06-30,M,39263,May-07
772,22, DiRT , X360 , Codemasters , Racing ,43950,136593,3,2007-06-30,E,39263,Jun-07
773,23, Guitar Hero II , X360 , Activision , Misc ,43338,915948,13,2007-06-30,T,39263,Mar-07
774,24, Mario Kart DS , DS , Nintendo , Racing ,42153,6969389,85,2007-06-30,E,39263,Nov-05
775,25, Animal Crossing: Wild World , DS , Nintendo , Simulation ,34108,7628357,84,2007-06-30,E,39263,Nov-05
776,26, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,33328,3200078,32,2007-06-30,T,39263,Nov-06
777,27, Super Paper Mario , Wii , Nintendo , Platform ,31209,1065063,12,2007-06-30,E,39263,Apr-07
778,28, Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training , DS , Benesse , Misc ,28946,28946,1,2007-06-30,E,39263,Jun-07
779,29, Donkey Kong Barrel Blast , Wii , Nintendo , Racing ,27882,27882,1,2007-06-30,E,39263,Jun-07
780,30, Cooking Mama , DS , 505 Games , Simulation ,27434,729199,67,2007-06-30,E,39263,Mar-06
781,1, Wii Sports , Wii , Nintendo , Sports ,212718,8132823,33,2007-07-07,E,39270,Nov-06
782,2, Pokemon Diamond/Pokemon Pearl , DS , Nintendo , Role-Playing ,118584,8267638,42,2007-07-07,T,39270,Sep-06
783,3, Wii Play , Wii , Nintendo , Misc ,103398,4023074,32,2007-07-07,E,39270,Nov-06
784,4, Nintendogs , DS , Nintendo , Simulation ,91840,13987893,116,2007-07-07,E,39270,Apr-05
785,5, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,85408,4704997,80,2007-07-07,E,39270,Dec-05
786,6, The Legend of Zelda: Phantom Hourglass , DS , Nintendo , Adventure ,81227,538959,2,2007-07-07,E,39270,Jun-07
787,7, Tom Clancy's Rainbow Six: Vegas , PS3 , Ubisoft , Shooter ,69256,163181,2,2007-07-07,M,39270,Jun-07
788,8, Ninja Gaiden Sigma , PS3 , Eidos Interactive , Action ,63072,126328,4,2007-07-07,M,39270,Jun-07
789,9, New Super Mario Bros. , DS , Nintendo , Platform ,60568,10447786,60,2007-07-07,E,39270,May-06
790,10, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,59814,7911282,112,2007-07-07,E,39270,May-05
791,11, Resident Evil 4: Wii Edition , Wii , Capcom , Action ,56713,284649,6,2007-07-07,M,39270,May-07
792,12, Mario Party 8 , Wii , Nintendo , Misc ,50214,781522,6,2007-07-07,E,39270,May-07
793,13, Chibi-Robo! Park Patrol , DS , Unknown , Adventure ,49975, NA ,5,2007-07-07,E,39270,Jun-07
794,14, Flash Focus: Vision Training in Minutes a Day , DS , Nintendo , Misc ,43171,388988,6,2007-07-07,E,39270,May-07
795,15, Forza Motorsport 2 , X360 , Microsoft Game Studios , Racing ,41189,733441,7,2007-07-07,E,39270,May-07
796,16, Transformers: Autobots / Decepticons , DS , Activision , Action ,40584,127156,3,2007-07-07,E10+,39270,Jun-07
797,17, Mario Kart DS , DS , Nintendo , Racing ,39454,7008844,86,2007-07-07,E,39270,Nov-05
798,18, Animal Crossing: Wild World , DS , Nintendo , Simulation ,36974,7665331,85,2007-07-07,E,39270,Nov-05
799,19, Pokemon Battle Revolution, Wii , Nintendo , Role-Playing ,35731,466104,30,2007-07-07,T,39270,Dec-06
800,20, The Darkness , X360 , Take-Two Interactive , Shooter ,35229,149033,2,2007-07-07,M,39270,Jun-07
801,21, Guitar Hero II , X360 , Activision , Misc ,35198,951146,14,2007-07-07,T,39270,Mar-07
802,22, Cooking Mama , DS , 505 Games , Simulation ,34508,763707,68,2007-07-07,E,39270,Mar-06
803,23, Transformers: The Game , X360 , Activision , Action ,34186,106592,2,2007-07-07,T,39270,Jun-07
804,24, Itadaki Street DS , DS , Square Enix , Misc ,32321,246201,3,2007-07-07,E,39270,Jun-07
805,25, Overlord , X360 , Codemasters , Strategy ,30486,99558,2,2007-07-07,T,39270,Jun-07
806,26, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,28540,3228618,33,2007-07-07,T,39270,Nov-06
807,27, Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen??, PS3 , Sony Computer Entertainment , Adventure ,28494,28494,1,2007-07-07,E,39270,Jun-07
808,28, DiRT , X360 , Codemasters , Racing ,28420,165013,4,2007-07-07,E,39270,Jun-07
809,29, Super Paper Mario , Wii , Nintendo , Platform ,23873,1088936,13,2007-07-07,E,39270,Apr-07
810,30, Tom Clancy's Rainbow Six: Vegas , PSP , Ubisoft , Shooter ,23000,61682,4,2007-07-07,M,39270,Jun-07
811,1, Dragon Quest Swords: The Masked Queen and the Tower of Mirrors , Wii , Square Enix , Role-Playing ,310356,310356,1,2007-07-14,T,39277,Jul-07
812,2, Wii Sports , Wii , Nintendo , Sports ,233433,8366256,34,2007-07-14,E,39277,Nov-06
813,3, Wii Play , Wii , Nintendo , Misc ,123165,4146239,33,2007-07-14,E,39277,Nov-06
814,4, Pokemon Diamond/Pokemon Pearl , DS , Nintendo , Role-Playing ,108885,8376523,43,2007-07-14,T,39277,Sep-06
815,5, Nintendogs , DS , Nintendo , Simulation ,78979,14066872,117,2007-07-14,E,39277,Apr-05
816,6, The Legend of Zelda: Phantom Hourglass , DS , Nintendo , Adventure ,72411,611370,3,2007-07-14,E,39277,Jun-07
817,7, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,71076,4776073,81,2007-07-14,E,39277,Dec-05
818,8, Mario Party 8 , Wii , Nintendo , Misc ,69128,850650,7,2007-07-14,E,39277,May-07
819,9, New Super Mario Bros. , DS , Nintendo , Platform ,56471,10504257,61,2007-07-14,E,39277,May-06
820,10, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,54415,7965697,113,2007-07-14,E,39277,May-05
821,11, Ninja Gaiden Sigma , PS3 , Eidos Interactive , Action ,48986,175314,5,2007-07-14,M,39277,Jun-07
822,12, Resident Evil 4: Wii Edition , Wii , Capcom , Action ,44104,328753,7,2007-07-14,M,39277,May-07
823,13, Mario Kart DS , DS , Nintendo , Racing ,40746,7049590,87,2007-07-14,E,39277,Nov-05
824,14, Tom Clancy's Rainbow Six: Vegas , PS3 , Ubisoft , Shooter ,38864,202045,3,2007-07-14,M,39277,Jun-07
825,15, Flash Focus: Vision Training in Minutes a Day , DS , Nintendo , Misc ,36990,425978,7,2007-07-14,E,39277,May-07
826,16, Animal Crossing: Wild World , DS , Nintendo , Simulation ,36944,7702275,86,2007-07-14,E,39277,Nov-05
827,17, Cooking Mama , DS , 505 Games , Simulation ,36867,800574,69,2007-07-14,E,39277,Mar-06
828,18, Transformers: Autobots / Decepticons , DS , Activision , Action ,32099,159255,4,2007-07-14,E10+,39277,Jun-07
829,19, Guitar Hero II , X360 , Activision , Misc ,31085,982231,15,2007-07-14,T,39277,Mar-07
830,20, Forza Motorsport 2 , X360 , Microsoft Game Studios , Racing ,29943,763384,8,2007-07-14,E,39277,May-07
831,21, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,29156,3257774,34,2007-07-14,T,39277,Nov-06
832,22, Resistance: Fall of Man , PS3 , Sony Computer Entertainment , Shooter ,29003,1421075,36,2007-07-14,M,39277,Nov-06
833,23, Chibi-Robo! Park Patrol , DS , Unknown , Adventure ,28649, NA ,5,2007-07-14,E,39277,Jun-07
834,24, Mega Man ZX Advent , DS , Capcom , Platform ,26295,26295,1,2007-07-14,E10+,39277,Jul-07
835,25, Kirarin * Revolution: Mezase! Idol Queen , DS , Konami Digital Entertainment , Simulation ,25129,25129,1,2007-07-14,E10+,39277,Jul-07
836,26, Transformers: The Game , X360 , Activision , Action ,24908,131500,3,2007-07-14,T,39277,Jun-07
837,27, MotorStorm , PS3 , Sony Computer Entertainment , Racing ,23955,861656,31,2007-07-14,T,39277,Dec-06
838,28, Pokemon Battle Revolution , Wii , Nintendo , Role-Playing ,23532,489636,31,2007-07-14,T,39277,Dec-06
839,29, Harry Potter and the Order of the Phoenix , DS , Electronic Arts , Adventure ,23177,56382,3,2007-07-14,E10+,39277,Jun-07
840,30, Super Paper Mario , Wii , Nintendo , Platform ,23146,1112082,14,2007-07-14,E,39277,Apr-07
841,1, NCAA Football 08 , X360 , Electronic Arts , Sports ,300328,300328,1,2007-07-21,E,39284,Jul-07
842,2, Wii Sports , Wii , Nintendo , Sports ,240521,8606777,35,2007-07-21,E,39284,Nov-06
843,3, Wii Play , Wii , Nintendo , Misc ,137038,4283277,34,2007-07-21,E,39284,Nov-06
844,4, NCAA Football 08 , PS3 , Electronic Arts , Sports ,101380,101380,1,2007-07-21,E,39284,Jul-07
845,5, Pokemon Diamond/Pokemon Pearl , DS , Nintendo , Role-Playing ,97682,8474205,44,2007-07-21,T,39284,Sep-06
846,6, Nintendogs , DS , Nintendo , Simulation ,76442,14143314,118,2007-07-21,E,39284,Apr-05
847,7, New Super Mario Bros. , DS , Nintendo , Platform ,64916,10569174,62,2007-07-21,E,39284,May-06
848,8, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,62022,4838095,82,2007-07-21,E,39284,Dec-05
849,9, Dragon Quest Swords: The Masked Queen and the Tower of Mirrors , Wii , Square Enix , Role-Playing ,61206,371562,2,2007-07-21,T,39284,Jul-07
850,10, All-Pro Football 2K8 , X360 , Take-Two Interactive , Sports ,57062,57062,1,2007-07-21,E10+,39284,Jul-07
851,11, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,56303,8022000,114,2007-07-21,E,39284,May-05
852,12, Mario Party 8 , Wii , Nintendo , Misc ,53759,904409,8,2007-07-21,E,39284,May-07
853,13, Big Brain Academy: Wii Degree , Wii , Nintendo , Misc ,50754,370328,13,2007-07-21,E,39284,Apr-07
854,14, Jikkyou Powerful Pro Yakyuu Wii , Wii , Konami Digital Entertainment , Sports ,48175,48175,1,2007-07-21,T,39284,Jul-07
855,15, The Legend of Zelda: Phantom Hourglass , DS , Nintendo , Adventure ,47559,658929,4,2007-07-21,E,39284,Jun-07
856,16, Mario Kart DS , DS , Nintendo , Racing ,43307,7092897,88,2007-07-21,E,39284,Nov-05
857,17, Animal Crossing: Wild World , DS , Nintendo , Simulation ,37495,7739770,87,2007-07-21,E,39284,Nov-05
858,18, Cooking Mama , DS , 505 Games , Simulation ,36169,836743,70,2007-07-21,E,39284,Mar-06
859,19, Tom Clancy's Rainbow Six: Vegas , PS3 , Ubisoft , Shooter ,35163,237208,4,2007-07-21,M,39284,Jun-07
860,20, Kouchuu Ouja Mushi King: Super Collection , DS , Sega , Action ,33002,33002,1,2007-07-21,T,39284,Jul-07
861,21, Resident Evil 4: Wii Edition , Wii , Capcom , Action ,32247,361000,8,2007-07-21,M,39284,May-07
862,22, Resistance: Fall of Man , PS3 , Sony Computer Entertainment , Shooter ,31763,1452838,37,2007-07-21,M,39284,Nov-06
863,23, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,31338,3289112,35,2007-07-21,T,39284,Nov-06
864,24, Flash Focus: Vision Training in Minutes a Day , DS , Nintendo , Misc ,28831,454809,8,2007-07-21,E,39284,May-07
865,25, Ninja Gaiden Sigma , PS3 , Eidos Interactive , Action ,28789,204103,6,2007-07-21,M,39284,Jun-07
866,26, Naruto Shippuuden: Ninja Council 4 , DS , Takara Tomy , Action ,28667,28667,1,2007-07-21,E10+,39284,Jul-07
867,27, MotorStorm , PS3 , Sony Computer Entertainment , Racing ,27139,888795,32,2007-07-21,T,39284,Dec-06
868,28, Guitar Hero II , X360 , Activision , Misc ,26129,1008360,16,2007-07-21,T,39284,Mar-07
869,29, Transformers: Autobots / Decepticons , DS , Activision , Action ,25705,184960,5,2007-07-21,E10+,39284,Jun-07
870,30, Harry Potter and the Order of the Phoenix , DS , Electronic Arts , Adventure ,25601,81983,4,2007-07-21,E10+,39284,Jun-07
871,1, Pokemon Diamond/Pokemon Pearl , DS , Nintendo , Role-Playing ,570581,9044786,45,2007-07-28,T,39291,Sep-06
872,2, Mario Party 8 , Wii , Nintendo , Misc ,348872,1253281,9,2007-07-28,E,39291,May-07
873,3, Wii Sports , Wii , Nintendo , Sports ,238573,8845350,36,2007-07-28,E,39291,Nov-06
874,4, Hot Shots Golf: Out of Bounds , PS3 , Sony Computer Entertainment , Sports ,167659,167659,1,2007-07-28,E,39291,Jul-07
875,5, Wii Play , Wii , Nintendo , Misc ,142588,4425865,35,2007-07-28,E,39291,Nov-06
876,6, Taiko no Tatsujin DS: Touch de Dokodon! , DS , Namco Bandai Games , Misc ,93962,93962,1,2007-07-28,T,39291,Jul-07
877,7, NCAA Football 08 , X360 , Electronic Arts , Sports ,85293,385621,2,2007-07-28,E,39291,Jul-07
878,8, Nintendogs , DS , Nintendo , Simulation ,81873,14225187,119,2007-07-28,E,39291,Apr-05
879,9, The World Ends With You , DS , Square Enix , Role-Playing ,80578,80578,1,2007-07-28,T,39291,Jul-07
880,10, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,73320,4911415,83,2007-07-28,E,39291,Dec-05
881,11, New Super Mario Bros. , DS , Nintendo , Platform ,71512,10640686,63,2007-07-28,E,39291,May-06
882,12, NASCAR 08 , X360 , Electronic Arts , Racing ,70216,70216,1,2007-07-28,E,39291,Jul-07
883,13, Big Brain Academy: Wii Degree , Wii , Nintendo , Misc ,62234,432562,14,2007-07-28,E,39291,Apr-07
884,14, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,59518,8081518,115,2007-07-28,E,39291,May-05
885,15, Grand Theft Auto: Liberty City Stories , PSP , Capcom , Action ,57346,4370837,92,2007-07-28,M,39291,Oct-05
886,16, The Elder Scrolls IV: Oblivion , X360 , Take-Two Interactive , Role-Playing ,49692,1623605,71,2007-07-28,M,39291,Mar-06
887,17, Mario Kart DS , DS , Nintendo , Racing ,45915,7138812,89,2007-07-28,E,39291,Nov-05
888,18, Mobile Suit Gundam: MS Sensen 0079 , Wii , Namco Bandai Games , Simulation ,45818,45818,1,2007-07-28,T,39291,Jul-07
889,19, NCAA Football 08 , PS3 , Electronic Arts , Sports ,39944,141324,2,2007-07-28,E,39291,Jul-07
890,20, Resistance: Fall of Man , PS3 , Sony Computer Entertainment , Shooter ,39445,1492283,38,2007-07-28,M,39291,Nov-06
891,21, Animal Crossing: Wild World , DS , Nintendo , Simulation ,38188,7777958,88,2007-07-28,E,39291,Nov-05
892,22, The Legend of Zelda: Phantom Hourglass , DS , Nintendo , Adventure ,35458,694387,5,2007-07-28,E,39291,Jun-07
893,23, Resident Evil 4: Wii Edition , Wii , Capcom , Action ,32896,393896,9,2007-07-28,M,39291,May-07
894,24, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,32603,3321715,36,2007-07-28,T,39291,Nov-06
895,25, Cooking Mama , DS , 505 Games , Simulation ,32405,869148,71,2007-07-28,E,39291,Mar-06
896,26, Dragon Quest Swords: The Masked Queen and the Tower of Mirrors , Wii , Square Enix , Role-Playing ,31115,402677,3,2007-07-28,T,39291,Jul-07
897,27, Guitar Hero II , X360 , Activision , Misc ,31113,1039473,17,2007-07-28,T,39291,Mar-07
898,28, MotorStorm , PS3 , Sony Computer Entertainment , Racing ,29400,918195,33,2007-07-28,T,39291,Dec-06
899,29, Harry Potter and the Order of the Phoenix , DS , Electronic Arts , Adventure ,29265,111248,5,2007-07-28,E10+,39291,Jun-07
900,30, Tom Clancy's Rainbow Six: Vegas , PS3 , Ubisoft , Shooter ,28764,265972,5,2007-07-28,M,39291,Jun-07
901,1, Pokemon Diamond/Pokemon Pearl , DS , Nintendo , Role-Playing ,421196,9465982,46,2007-08-04,T,39298,Sep-06
902,2, Mario Party 8 , Wii , Nintendo , Misc ,230243,1483524,10,2007-08-04,E,39298,May-07
903,3, Wii Sports , Wii , Nintendo , Sports ,225454,9070804,37,2007-08-04,E,39298,Nov-06
904,4, Wii Play , Wii , Nintendo , Misc ,149195,4575060,36,2007-08-04,E,39298,Nov-06
905,5, Mario Strikers Charged , Wii , Nintendo , Sports ,127422,273330,11,2007-08-04,E10+,39298,May-07
906,6, Nintendogs , DS , Nintendo , Simulation ,82473,14307660,120,2007-08-04,E,39298,Apr-05
907,7, New Super Mario Bros. , DS , Nintendo , Platform ,78581,10719267,64,2007-08-04,E,39298,May-06
908,8, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,68056,4979471,84,2007-08-04,E,39298,Dec-05
909,9, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,59003,8140521,116,2007-08-04,E,39298,May-05
910,10, Hot Shots Golf: Out of Bounds , PS3 , Sony Computer Entertainment , Sports ,54882,222541,2,2007-08-04,E,39298,Jul-07
911,11, Big Brain Academy: Wii Degree , Wii , Nintendo , Misc ,48409,480971,15,2007-08-04,E,39298,Apr-07
912,12, Mario Kart DS , DS , Nintendo , Racing ,48327,7187139,90,2007-08-04,E,39298,Nov-05
913,13, Resistance: Fall of Man , PS3 , Sony Computer Entertainment , Shooter ,39723,1532006,39,2007-08-04,M,39298,Nov-06
914,14, Animal Crossing: Wild World , DS , Nintendo , Simulation ,39602,7817560,89,2007-08-04,E,39298,Nov-05
915,15, Resident Evil 4: Wii Edition , Wii , Capcom , Action ,38969,432865,10,2007-08-04,M,39298,May-07
916,16, NCAA Football 08 , X360 , Electronic Arts , Sports ,37727,423348,3,2007-08-04,E,39298,Jul-07
917,17, The World Ends With You , DS , Square Enix , Role-Playing ,37221,117799,2,2007-08-04,T,39298,Jul-07
918,18, MotorStorm , PS3 , Sony Computer Entertainment , Racing ,36802,954997,34,2007-08-04,T,39298,Dec-06
919,19, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,33832,3355547,37,2007-08-04,T,39298,Nov-06
920,20, Cooking Mama , DS , 505 Games , Simulation ,33240,902388,72,2007-08-04,E,39298,Mar-06
921,21, Guitar Hero II , X360 , Activision , Misc ,31949,1071422,18,2007-08-04,T,39298,Mar-07
922,22, Grand Theft Auto: Liberty City Stories , PSP , Capcom , Action ,28245,4399082,93,2007-08-04,M,39298,Oct-05
923,23, The Legend of Zelda: Phantom Hourglass , DS , Nintendo , Adventure ,26505,720892,6,2007-08-04,E,39298,Jun-07
924,24, Harry Potter and the Order of the Phoenix , DS , Electronic Arts , Adventure ,25851,137099,6,2007-08-04,E10+,39298,Jun-07
925,25, NASCAR 08 , X360 , Electronic Arts , Racing ,24669,94885,2,2007-08-04,E,39298,Jul-07
926,26, Tom Clancy's Rainbow Six: Vegas , PS3 , Ubisoft , Shooter ,23970,289942,6,2007-08-04,M,39298,Jun-07
927,27, Face Training , DS , Nintendo , Misc ,23361,23361,1,2007-08-04,E,39298,Jul-07
