id,pos,name,platform,publisher,genre,week,total,time,date,esrb,dateint,when
1,1, Wii Sports , Wii , Nintendo , Sports ,298953,2863968,7,2007-01-06,E,39088,Nov-06
2,2, Dragon Quest Monsters: Joker , DS , Square Enix , Role-Playing ,262871,889893,2,2007-01-06,E10+,39088,Dec-06
3,3, New Super Mario Bros. , DS , Nintendo , Platform ,218167,8419438,34,2007-01-06,E,39088,May-06
4,4,Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,199443,4673135,16,2007-01-06,T,39088,Sep-06
5,5, Nintendogs , DS , Nintendo , Simulation ,158310,11516065,90,2007-01-06,E,39088,Apr-05
6,6, Wii Play , Wii , Nintendo , Misc ,148336,895525,6,2007-01-06,E,39088,Nov-06
7,7, Animal Crossing: Wild World , DS , Nintendo , Simulation ,133085,6509461,59,2007-01-06,E,39088,Nov-05
8,8, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,125549,6387083,86,2007-01-06,E,39088,May-05
9,9, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,121455,1932392,7,2007-01-06,T,39088,Nov-06
10,10, Kirby Squeak Squad , DS , Nintendo , Platform ,114068,1087268,10,2007-01-06,E,39088,Oct-06
11,11, Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS , DS , Nintendo , Misc ,106873,1070427,11,2007-01-06,E,39088,Oct-06
12,12, Mario Kart DS , DS , Nintendo , Racing ,105805,5842705,60,2007-01-06,E,39088,Nov-05
13,13, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,104595,3941981,54,2007-01-06,E,39088,Dec-05
14,14, Gears of War , X360 , Microsoft Game Studios , Shooter ,99511,3072777,9,2007-01-06,M,39088,Nov-06
15,15, Jump Ultimate Stars , DS , Nintendo , Fighting ,65529,615453,7,2007-01-06,T,39088,Nov-06
16,16, Metal Gear Solid: Portable Ops , PSP , Konami Digital Entertainment , Action ,63935,418868,5,2007-01-06,M,39088,Dec-06
17,17, WarioWare: Smooth Moves , Wii , Nintendo , Puzzle ,62052,262758,6,2007-01-06,E10+,39088,Nov-06
18,18, Mega Man Star Force Dragon / Leo / Pegasus , DS , Capcom , Role-Playing ,58378,284684,4,2007-01-06,E,39088,Dec-06
19,19, Dragon Ball Z: Budokai Tenkaichi 3 , Wii , Atari , Fighting ,55924,55924,38,2007-01-06,T,39088,Apr-06
20,20, Big Brain Academy , DS , Nintendo , Misc ,51513,2858636,80,2007-01-06,E,39088,Jun-05
21,21, Oshare Majo Love and Berry: DS Collection , DS , Sega , Misc ,50985,843357,7,2007-01-06,E,39088,Nov-06
22,22, Resistance: Fall of Man , PS3 , Sony Computer Entertainment , Shooter ,48767,475184,9,2007-01-06,M,39088,Nov-06
23,23, Call of Duty 3 , X360 , Activision , Shooter ,47961,1318220,41,2007-01-06,T,39088,Mar-06
24,24, Winning Eleven: Pro Evolution Soccer 2007 , PSP , Konami Digital Entertainment , Sports ,45715,474843,6,2007-01-06,E,39088,Nov-06
25,25, English Training: Have Fun Improving Your Skills! , DS , Nintendo , Misc ,44359,1814558,50,2007-01-06,E,39088,Jan-06
26,26, Tom Clancy's Rainbow Six: Vegas , X360 , Ubisoft , Shooter ,44248,762318,7,2007-01-06,M,39088,Nov-06
27,27, Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS , DS , Rocket Company , Misc ,39572,375410,15,2007-01-06,E,39088,Sep-06
28,28, Tamagotchi Connection: Corner Shop 2 , DS , Namco Bandai Games , Simulation ,39426,805204,24,2007-01-06,E,39088,Jul-06
29,29, Grand Theft Auto: Vice City Stories , PSP , Take-Two Interactive , Action ,39277,835346,10,2007-01-06,M,39088,Oct-06
30,30, Kenkou Ouen Recipe 1000: DS Kondate Zenshuu , DS , Nintendo , Misc ,37649,239230,5,2007-01-06,E,39088,Dec-06
31,1, Lost Planet: Extreme Condition , X360 , Capcom , Shooter ,256935,307286,4,2007-01-13,T,39095,Dec-06
32,2, Wii Sports , Wii , Nintendo , Sports ,222581,3086549,8,2007-01-13,E,39095,Nov-06
33,3, Nintendogs , DS , Nintendo , Simulation ,122209,11638274,91,2007-01-13,E,39095,Apr-05
34,4, New Super Mario Bros. , DS , Nintendo , Platform ,98159,8517597,35,2007-01-13,E,39095,May-06
35,5, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,95638,2028030,8,2007-01-13,T,39095,Nov-06
36,6, Gears of War , X360 , Microsoft Game Studios , Shooter ,79106,3151883,10,2007-01-13,M,39095,Nov-06
37,7, Wii Play , Wii , Nintendo , Misc ,76812,972337,7,2007-01-13,E,39095,Nov-06
38,8, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,70990,6458073,87,2007-01-13,E,39095,May-05
39,9, Animal Crossing: Wild World , DS , Nintendo , Simulation ,67202,6576663,60,2007-01-13,E,39095,Nov-05
40,10, Dragon Quest Monsters: Joker , DS , Square Enix , Role-Playing ,56399,946292,3,2007-01-13,E10+,39095,Dec-06
41,11, WarioWare: Smooth Moves , Wii , Nintendo , Puzzle ,55344,318102,7,2007-01-13,E10+,39095,Nov-06
42,12, Mario Kart DS , DS , Nintendo , Racing ,50939,5893644,61,2007-01-13,E,39095,Nov-05
43,13,Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,46945,4720080,17,2007-01-13,T,39095,Sep-06
44,14, Grand Theft Auto: Vice City Stories , PSP , Take-Two Interactive , Action ,41865,877211,11,2007-01-13,M,39095,Oct-06
45,15, Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS , DS , Nintendo , Misc ,38762,1109189,12,2007-01-13,E,39095,Oct-06
46,16, Resistance: Fall of Man , PS3 , Sony Computer Entertainment , Shooter ,38470,513654,10,2007-01-13,M,39095,Nov-06
47,17, Metal Gear Solid: Portable Ops , PSP , Konami Digital Entertainment , Action ,38165,457033,6,2007-01-13,M,39095,Dec-06
48,18, Tom Clancy's Rainbow Six: Vegas , X360 , Ubisoft , Shooter ,36684,799002,8,2007-01-13,M,39095,Nov-06
49,19, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,35376,3977357,55,2007-01-13,E,39095,Dec-05
50,20, Big Brain Academy , DS , Nintendo , Misc ,32803,2891439,81,2007-01-13,E,39095,Jun-05
51,21, Kirby Squeak Squad , DS , Nintendo , Platform ,31464,1118732,11,2007-01-13,E,39095,Oct-06
52,22, The Sims 2: Pets , DS , Electronic Arts , Simulation ,28475,707598,12,2007-01-13,T,39095,Oct-06
53,23, Hannah Montana , DS , Disney Interactive Studios , Action ,28052,604852,14,2007-01-13,E,39095,Oct-06
54,24, Grand Theft Auto: Liberty City Stories , PSP , Capcom , Action ,27869,3752461,64,2007-01-13,M,39095,Oct-05
55,25, English Training: Have Fun Improving Your Skills! , DS , Nintendo , Misc ,27805,1842363,51,2007-01-13,E,39095,Jan-06
56,26, Winning Eleven: Pro Evolution Soccer 2007 , PSP , Konami Digital Entertainment , Sports ,26468,501311,7,2007-01-13,E,39095,Nov-06
57,27, Call of Duty 3 , X360 , Activision , Shooter ,25317,1343537,42,2007-01-13,T,39095,Mar-06
58,28, Super Mario 64 DS , DS , Nintendo , Platform ,22938,4503852,112,2007-01-13,E,39095,Nov-04
59,29, Medal of Honor Heroes , PSP , Electronic Arts , Shooter ,22431,344124,13,2007-01-13,T,39095,Oct-06
60,30, Sonic Rush , DS , Sega , Platform ,21600,1175348,61,2007-01-13,E,39095,Nov-05
61,1, World of Warcraft: The Burning Crusade , PC , Activision , Role-Playing ,321165,321165,1,2007-01-20,T,39102,Jan-07
62,2, Wii Sports , Wii , Nintendo , Sports ,221388,3307937,9,2007-01-20,E,39102,Nov-06
63,3, WarioWare: Smooth Moves , Wii , Nintendo , Puzzle ,174655,492757,8,2007-01-20,E10+,39102,Nov-06
64,4, Nintendogs , DS , Nintendo , Simulation ,115654,11753928,92,2007-01-20,E,39102,Apr-05
65,5, Gears of War , X360 , Microsoft Game Studios , Shooter ,103555,3255438,11,2007-01-20,M,39102,Nov-06
66,6, Wario: Master of Disguise , DS , Nintendo , Platform ,92209,92209,1,2007-01-20,E10+,39102,Jan-07
67,7, Lost Planet: Extreme Condition , X360 , Capcom , Shooter ,87051,394337,5,2007-01-20,T,39102,Dec-06
68,8, New Super Mario Bros. , DS , Nintendo , Platform ,85651,8603248,36,2007-01-20,E,39102,May-06
69,9, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,84287,2112317,9,2007-01-20,T,39102,Nov-06
70,10, Wii Play , Wii , Nintendo , Misc ,68598,1040935,8,2007-01-20,E,39102,Nov-06
71,11, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,63358,6521431,88,2007-01-20,E,39102,May-05
72,12, Animal Crossing: Wild World , DS , Nintendo , Simulation ,58482,6635145,61,2007-01-20,E,39102,Nov-05
73,13, Mario Kart DS , DS , Nintendo , Racing ,47587,5941232,62,2007-01-20,E,39102,Nov-05
74,14, Grand Theft Auto: Vice City Stories , PSP , Take-Two Interactive , Action ,41044,918255,12,2007-01-20,M,39102,Oct-06
75,15,Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,38507,4758587,18,2007-01-20,T,39102,Sep-06
76,16, Resistance: Fall of Man , PS3 , Sony Computer Entertainment , Shooter ,35739,549393,11,2007-01-20,M,39102,Nov-06
77,17, Tom Clancy's Rainbow Six: Vegas , X360 , Ubisoft , Shooter ,34734,833736,9,2007-01-20,M,39102,Nov-06
78,18, Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS , DS , Nintendo , Misc ,34328,1143517,13,2007-01-20,E,39102,Oct-06
79,19, Etrian Odyssey , DS , Nintendo , Role-Playing ,33216,33216,1,2007-01-20,T,39102,Jan-07
80,20, Metal Gear Solid: Portable Ops , PSP , Konami Digital Entertainment , Action ,32054,489087,7,2007-01-20,M,39102,Dec-06
81,21, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,31875,4009232,56,2007-01-20,E,39102,Dec-05
82,22, Big Brain Academy , DS , Nintendo , Misc ,30008,2921447,82,2007-01-20,E,39102,Jun-05
83,23, Excite Truck , Wii , Nintendo , Racing ,29335,178576,9,2007-01-20,E,39102,Nov-06
84,24, Grand Theft Auto: Liberty City Stories , PSP , Capcom , Action ,26983,3779444,65,2007-01-20,M,39102,Oct-05
85,25, The Sims 2: Pets , DS , Electronic Arts , Simulation ,26340,733938,13,2007-01-20,T,39102,Oct-06
86,26, Hannah Montana , DS , Disney Interactive Studios , Action ,26092,630944,15,2007-01-20,E,39102,Oct-06
87,27, English Training: Have Fun Improving Your Skills! , DS , Nintendo , Misc ,24696,1867059,52,2007-01-20,E,39102,Jan-06
88,28, Ochaken no Heya DS 2 , DS , MTO , Simulation ,22206,22206,1,2007-01-20,E,39102,Jan-07
89,29, Kirby Squeak Squad , DS , Nintendo , Platform ,22117,1140849,12,2007-01-20,E,39102,Oct-06
90,30, Medal of Honor Heroes , PSP , Electronic Arts , Shooter ,21588,365712,14,2007-01-20,T,39102,Oct-06
91,1, Wii Sports , Wii , Nintendo , Sports ,228683,3536620,10,2007-01-27,E,39109,Nov-06
92,2, WarioWare: Smooth Moves , Wii , Nintendo , Puzzle ,115257,608014,9,2007-01-27,E10+,39109,Nov-06
93,3, Nintendogs , DS , Nintendo , Simulation ,111878,11865806,93,2007-01-27,E,39109,Apr-05
94,4, Dragon Quest Monsters: Joker , DS , Square Enix , Role-Playing ,102278,1055852,5,2007-01-27,E10+,39109,Dec-06
95,5, New Super Mario Bros. , DS , Nintendo , Platform ,91146,8694394,37,2007-01-27,E,39109,May-06
96,6, San Goku Shi Taisen DS , DS , Sega , Strategy ,81858,81858,1,2007-01-27,T,39109,Jan-07
97,7, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,77171,2189488,10,2007-01-27,T,39109,Nov-06
98,8, Hotel Dusk: Room 215 , DS , Nintendo , Adventure ,77071,77071,1,2007-01-27,T,39109,Jan-07
99,9, Wii Play , Wii , Nintendo , Misc ,75252,1116187,9,2007-01-27,E,39109,Nov-06
100,10, Picross DS , DS , Nintendo , Puzzle ,72689,72689,1,2007-01-27,E,39109,Jan-07
101,11, Gears of War , X360 , Microsoft Game Studios , Shooter ,70255,3325693,12,2007-01-27,M,39109,Nov-06
102,12, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,64837,6586268,89,2007-01-27,E,39109,May-05
103,13, Lost Planet: Extreme Condition , X360 , Capcom , Shooter ,62258,456595,6,2007-01-27,T,39109,Dec-06
104,14, Animal Crossing: Wild World , DS , Nintendo , Simulation ,60316,6695461,62,2007-01-27,E,39109,Nov-05
105,15, Wario: Master of Disguise , DS , Nintendo , Platform ,52108,144317,2,2007-01-27,E10+,39109,Jan-07
106,16, Mario Kart DS , DS , Nintendo , Racing ,50651,5991883,63,2007-01-27,E,39109,Nov-05
107,17,Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,45669,4804256,19,2007-01-27,T,39109,Sep-06
108,18, Grand Theft Auto: Vice City Stories , PSP , Take-Two Interactive , Action ,40253,958508,13,2007-01-27,M,39109,Oct-06
109,19, World of Warcraft: The Burning Crusade , PC , Activision , Role-Playing ,37898,359063,2,2007-01-27,T,39109,Jan-07
110,20, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,35610,4044842,57,2007-01-27,E,39109,Dec-05
111,21, Grand Theft Auto: Liberty City Stories , PSP , Capcom , Action ,34706,3814150,66,2007-01-27,M,39109,Oct-05
112,22, Resistance: Fall of Man , PS3 , Sony Computer Entertainment , Shooter ,33356,582749,12,2007-01-27,M,39109,Nov-06
113,23, Tom Clancy's Rainbow Six: Vegas , X360 , Ubisoft , Shooter ,32653,866389,10,2007-01-27,M,39109,Nov-06
114,24, Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS , DS , Nintendo , Misc ,31565,1175082,14,2007-01-27,E,39109,Oct-06
115,25, Big Brain Academy , DS , Nintendo , Misc ,28621,2950068,83,2007-01-27,E,39109,Jun-05
116,26, English Training: Have Fun Improving Your Skills! , DS , Nintendo , Misc ,27189,1894248,53,2007-01-27,E,39109,Jan-06
117,27, The Idolm@ster , X360 , Namco Bandai Games , Simulation ,25527,25527,1,2007-01-27,M,39109,Jan-07
118,28, The Sims 2: Pets , DS , Electronic Arts , Simulation ,25354,759292,14,2007-01-27,T,39109,Oct-06
119,29, Hannah Montana , DS , Disney Interactive Studios , Action ,24823,655767,16,2007-01-27,E,39109,Oct-06
120,30, Metal Gear Solid: Portable Ops , PSP , Konami Digital Entertainment , Action ,24095,513182,8,2007-01-27,M,39109,Dec-06
121,1, Wii Sports , Wii , Nintendo , Sports ,209060,3745680,11,2007-02-03,E,39116,Nov-06
122,2, Nintendogs , DS , Nintendo , Simulation ,127001,11992807,94,2007-02-03,E,39116,Apr-05
123,3, New Super Mario Bros. , DS , Nintendo , Platform ,93647,8788041,38,2007-02-03,E,39116,May-06
124,4, WarioWare: Smooth Moves , Wii , Nintendo , Puzzle ,85080,693094,10,2007-02-03,E10+,39116,Nov-06
125,5, Harvest Moon DS: Island of Happiness , DS , Rising Star Games , Simulation ,76858,76858,1,2007-02-03,E,39116,Jan-07
126,6, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,76720,2266208,11,2007-02-03,T,39116,Nov-06
127,7, Gears of War , X360 , Microsoft Game Studios , Shooter ,69791,3395484,13,2007-02-03,M,39116,Nov-06
128,8, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,60669,6646937,90,2007-02-03,E,39116,May-05
129,9, Wii Play , Wii , Nintendo , Misc ,60118,1176305,10,2007-02-03,E,39116,Nov-06
130,10, Dragon Quest Monsters: Joker , DS , Square Enix , Role-Playing ,58399,1114251,6,2007-02-03,E10+,39116,Dec-06
131,11, Animal Crossing: Wild World , DS , Nintendo , Simulation ,57233,6752694,63,2007-02-03,E,39116,Nov-05
132,12, Mario Kart DS , DS , Nintendo , Racing ,52183,6044065,64,2007-02-03,E,39116,Nov-05
133,13, Lost Planet: Extreme Condition , X360 , Capcom , Shooter ,51945,508540,7,2007-02-03,T,39116,Dec-06
134,14, Battlestations: Midway , X360 , Eidos Interactive , Strategy ,38280,38280,1,2007-02-03,T,39116,Jan-07
135,15, Hotel Dusk: Room 215 , DS , Nintendo , Adventure ,36347,113418,2,2007-02-03,T,39116,Jan-07
136,16, Grand Theft Auto: Vice City Stories , PSP , Take-Two Interactive , Action ,35839,994347,14,2007-02-03,M,39116,Oct-06
137,17,Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,34795,4839051,20,2007-02-03,T,39116,Sep-06
138,18, Tom Clancy's Rainbow Six: Vegas , X360 , Ubisoft , Shooter ,32902,899291,11,2007-02-03,M,39116,Nov-06
139,19, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,32048,4076890,58,2007-02-03,E,39116,Dec-05
140,20, Big Brain Academy , DS , Nintendo , Misc ,31256,2981324,84,2007-02-03,E,39116,Jun-05
141,21, Resistance: Fall of Man , PS3 , Sony Computer Entertainment , Shooter ,30911,613660,13,2007-02-03,M,39116,Nov-06
142,22, World of Warcraft: The Burning Crusade , PC , Activision , Role-Playing ,27518,386581,3,2007-02-03,T,39116,Jan-07
143,23, Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS , DS , Nintendo , Misc ,26865,1201947,15,2007-02-03,E,39116,Oct-06
144,24, Grand Theft Auto: Liberty City Stories , PSP , Capcom , Action ,26813,3840963,67,2007-02-03,M,39116,Oct-05
145,25, Hannah Montana , DS , Disney Interactive Studios , Action ,24652,680419,17,2007-02-03,E,39116,Oct-06
146,26, The Sims 2: Pets , DS , Electronic Arts , Simulation ,24592,783884,15,2007-02-03,T,39116,Oct-06
147,27, Call of Duty 3 , X360 , Activision , Shooter ,23817,1404001,45,2007-02-03,T,39116,Mar-06
148,28, Super Mario 64 DS , DS , Nintendo , Platform ,22444,4569401,115,2007-02-03,E,39116,Nov-04
149,29, Picross DS , DS , Nintendo , Puzzle ,21960,94649,2,2007-02-03,E,39116,Jan-07
150,30, Wario: Master of Disguise , DS , Nintendo , Platform ,21595,165912,3,2007-02-03,E10+,39116,Jan-07
151,1, Wii Sports , Wii , Nintendo , Sports ,192932,3938612,12,2007-02-10,E,39123,Nov-06
152,2, Nintendogs , DS , Nintendo , Simulation ,121858,12114665,95,2007-02-10,E,39123,Apr-05
153,3, Diddy Kong Racing DS , DS , Nintendo , Racing ,99385,99385,1,2007-02-10,E,39123,Feb-07
154,4, New Super Mario Bros. , DS , Nintendo , Platform ,95284,8883325,39,2007-02-10,E,39123,May-06
155,5, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,67197,2333405,12,2007-02-10,T,39123,Nov-06
156,6, WarioWare: Smooth Moves , Wii , Nintendo , Puzzle ,66539,759633,11,2007-02-10,E10+,39123,Nov-06
157,7, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,65765,6712702,91,2007-02-10,E,39123,May-05
158,8, Gears of War , X360 , Microsoft Game Studios , Shooter ,59951,3455435,14,2007-02-10,M,39123,Nov-06
159,9, Animal Crossing: Wild World , DS , Nintendo , Simulation ,56760,6809454,64,2007-02-10,E,39123,Nov-05
160,10, Mario Kart DS , DS , Nintendo , Racing ,55377,6099443,65,2007-02-10,E,39123,Nov-05
161,11, Virtua Fighter 5 , PS3 , Sega , Fighting ,51493,51493,1,2007-02-10,T,39123,Feb-07
162,12, Wii Play , Wii , Nintendo , Misc ,51271,1227576,11,2007-02-10,E,39123,Nov-06
163,13, Lost Planet: Extreme Condition , X360 , Capcom , Shooter ,46475,555015,8,2007-02-10,T,39123,Dec-06
164,14,Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,35238,4874289,21,2007-02-10,T,39123,Sep-06
165,15, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,34456,4111346,59,2007-02-10,E,39123,Dec-05
166,16, Big Brain Academy , DS , Nintendo , Misc ,32526,3013850,85,2007-02-10,E,39123,Jun-05
167,17, Grand Theft Auto: Vice City Stories , PSP , Take-Two Interactive , Action ,31375,1025722,15,2007-02-10,M,39123,Oct-06
168,18, Tom Clancy's Rainbow Six: Vegas , X360 , Ubisoft , Shooter ,30656,929947,12,2007-02-10,M,39123,Nov-06
169,19, Grand Theft Auto: Liberty City Stories , PSP , Capcom , Action ,29480,3870443,68,2007-02-10,M,39123,Oct-05
170,20, Harvest Moon DS: Island of Happiness , DS , Rising Star Games , Simulation ,29206,106064,2,2007-02-10,E,39123,Jan-07
171,21, Luminous Arc , DS , Rising Star Games , Role-Playing ,28825,28825,1,2007-02-10,T,39123,Feb-07
172,22, Resistance: Fall of Man , PS3 , Sony Computer Entertainment , Shooter ,27106,640766,14,2007-02-10,M,39123,Nov-06
173,23, Medal of Honor Heroes , PSP , Electronic Arts , Shooter ,26788,433808,17,2007-02-10,T,39123,Oct-06
174,24, Wario: Master of Disguise , DS , Nintendo , Platform ,26537,192449,4,2007-02-10,E10+,39123,Jan-07
175,25, Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS , DS , Nintendo , Misc ,23166,1225113,16,2007-02-10,E,39123,Oct-06
176,26, Picross DS , DS , Nintendo , Puzzle ,23145,117794,3,2007-02-10,E,39123,Jan-07
177,27, The Sims 2: Pets , DS , Electronic Arts , Simulation ,22729,806613,16,2007-02-10,T,39123,Oct-06
178,28, English Training: Have Fun Improving Your Skills! , DS , Nintendo , Misc ,22407,1937596,55,2007-02-10,E,39123,Jan-06
179,29, Kirby Squeak Squad , DS , Nintendo , Platform ,22341,1201722,15,2007-02-10,E,39123,Oct-06
180,30, Super Mario 64 DS , DS , Nintendo , Platform ,21739,4591140,116,2007-02-10,E,39123,Nov-04
181,1, Wii Play , Wii , Nintendo , Misc ,228634,1456210,12,2007-02-17,E,39130,Nov-06
182,2, Wii Sports , Wii , Nintendo , Sports ,192805,4131417,13,2007-02-17,E,39130,Nov-06
183,3, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,130122,130122,1,2007-02-17,E,39130,Feb-07
184,4, Nintendogs , DS , Nintendo , Simulation ,119285,12233950,96,2007-02-17,E,39130,Apr-05
185,5, New Super Mario Bros. , DS , Nintendo , Platform ,99079,8982404,40,2007-02-17,E,39130,May-06
186,6, Tales of Destiny 2 , PSP , Namco Bandai Games , Role-Playing ,74608,74608,1,2007-02-17,T,39130,Feb-07
187,7, Diddy Kong Racing DS , DS , Nintendo , Racing ,69374,168759,2,2007-02-17,E,39130,Feb-07
188,8, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,67614,6780316,92,2007-02-17,E,39130,May-05
189,9, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,63141,2396546,13,2007-02-17,T,39130,Nov-06
190,10, Mario Kart DS , DS , Nintendo , Racing ,58467,6157910,66,2007-02-17,E,39130,Nov-05
191,11, Animal Crossing: Wild World , DS , Nintendo , Simulation ,56065,6865519,65,2007-02-17,E,39130,Nov-05
192,12, WarioWare: Smooth Moves , Wii , Nintendo , Puzzle ,53641,813274,12,2007-02-17,E10+,39130,Nov-06
193,13, Gears of War , X360 , Microsoft Game Studios , Shooter ,49373,3504808,15,2007-02-17,M,39130,Nov-06
194,14, DEATH NOTE: Kira Game , DS , Konami Digital Entertainment , Adventure ,48321,48321,1,2007-02-17,T,39130,Feb-07
195,15, Picross DS , DS , Nintendo , Puzzle ,42339,160133,4,2007-02-17,E,39130,Jan-07
196,16, Lost Planet: Extreme Condition , X360 , Capcom , Shooter ,41129,596144,9,2007-02-17,T,39130,Dec-06
197,17, Dragon Quest Monsters: Joker , DS , Square Enix , Role-Playing ,40449,1165423,8,2007-02-17,E10+,39130,Dec-06
198,18, Tom Clancy's Rainbow Six: Vegas , X360 , Ubisoft , Shooter ,32403,962350,13,2007-02-17,M,39130,Nov-06
199,19,Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,32338,4906627,22,2007-02-17,T,39130,Sep-06
200,20, Big Brain Academy , DS , Nintendo , Misc ,32008,3045858,86,2007-02-17,E,39130,Jun-05
201,21, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,29664,4141010,60,2007-02-17,E,39130,Dec-05
202,22, Hotel Dusk: Room 215 , DS , Nintendo , Adventure ,27765,158690,4,2007-02-17,T,39130,Jan-07
203,23, Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS , DS , Nintendo , Misc ,27237,1252350,17,2007-02-17,E,39130,Oct-06
204,24, Ratchet & Clank: Size Matters , PSP , Sony Computer Entertainment , Platform ,27180,27180,1,2007-02-17,T,39130,Feb-07
205,25, Grand Theft Auto: Vice City Stories , PSP , Take-Two Interactive , Action ,26692,1052414,16,2007-02-17,M,39130,Oct-06
206,26, Wario: Master of Disguise , DS , Nintendo , Platform ,26258,218707,5,2007-02-17,E10+,39130,Jan-07
207,27, Kirby Squeak Squad , DS , Nintendo , Platform ,26174,1227896,16,2007-02-17,E,39130,Oct-06
208,28, Harvest Moon DS: Island of Happiness , DS , Rising Star Games , Simulation ,24764,130828,3,2007-02-17,E,39130,Jan-07
209,29, Resistance: Fall of Man , PS3 , Sony Computer Entertainment , Shooter ,23484,664250,15,2007-02-17,M,39130,Nov-06
210,30, English Training: Have Fun Improving Your Skills! , DS , Nintendo , Misc ,21941,1959537,56,2007-02-17,E,39130,Jan-06
211,1, Monster Hunter Freedom 2 , PSP , Capcom , Role-Playing ,741780,741780,1,2007-02-24,T,39137,Feb-07
212,2, Crackdown , X360 , Microsoft Game Studios , Shooter ,450255,450255,1,2007-02-24,M,39137,Feb-07
213,3, Wii Sports , Wii , Nintendo , Sports ,193926,4325343,14,2007-02-24,E,39137,Nov-06
214,4, Wii Play , Wii , Nintendo , Misc ,170704,1626914,13,2007-02-24,E,39137,Nov-06
215,5, Nintendogs , DS , Nintendo , Simulation ,102477,12336427,97,2007-02-24,E,39137,Apr-05
216,6, New Super Mario Bros. , DS , Nintendo , Platform ,96010,9078414,41,2007-02-24,E,39137,May-06
217,7, Fire Emblem: Radiant Dawn , Wii , Nintendo , Strategy ,76631,76631,1,2007-02-24,E10+,39137,Feb-07
218,8, NBA Street Homecourt , X360 , Electronic Arts , Sports ,68955,68955,1,2007-02-24,E,39137,Feb-07
219,9, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,67836,6848152,93,2007-02-24,E,39137,May-05
220,10, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,59601,2456147,14,2007-02-24,T,39137,Nov-06
221,11, Diddy Kong Racing DS , DS , Nintendo , Racing ,59164,227923,3,2007-02-24,E,39137,Feb-07
222,12, Mario Kart DS , DS , Nintendo , Racing ,57161,6215070,67,2007-02-24,E,39137,Nov-05
223,13, Virtua Fighter 5 , PS3 , Sega , Fighting ,54567,119577,3,2007-02-24,T,39137,Feb-07
224,14, Animal Crossing: Wild World , DS , Nintendo , Simulation ,52172,6917691,66,2007-02-24,E,39137,Nov-05
225,15, SimCity DS , DS , Electronic Arts , Simulation ,51537,51537,1,2007-02-24,E,39137,Feb-07
226,16, Sonic and the Secret Rings , Wii , Sega , Platform ,50755,50755,1,2007-02-24,E,39137,Feb-07
