id,pos,name,platform,publisher,genre,week,total,time,date,esrb,dateint,whenint,when,whenyear
7518,18, Battlefield 3 ( PS3 ), PS3 , Electronic Arts , Shooter ,160343,2943016,4,2011-11-25,M,40872,40844,2011-10-28,2011
7519,19, Mario Kart Wii ( Wii ), Wii , Nintendo , Racing ,148633,29155591,189,2011-11-25,E,40872,39549,2008-04-11,2008
7520,20, Call of Duty: Modern Warfare 3 ( PC ), PC , Activision , Shooter ,146919,620534,2,2011-11-25,M,40872,40858,2011-11-11,2011
7521,21, Anno 2070 ( PC ), PC , Ubisoft , Strategy ,143314,143314,1,2011-11-25,T,40872,40865,2011-11-18,2011
7522,22, FIFA Soccer 12 ( PS3 ), PS3 , Electronic Arts , Sports ,131114,3400195,8,2011-11-25,E,40872,40816,2011-09-30,2011
7523,23, Battlefield 3 ( X360 ), X360 , Electronic Arts , Shooter ,125394,3547697,4,2011-11-25,M,40872,40844,2011-10-28,2011
7524,24, Fable III ( X360 ), X360 , Microsoft Game Studios , Role-Playing ,118072,3384476,56,2011-11-25,M,40872,40480,2010-10-29,2010
7525,25, One Piece: Gigant Battle 2 Shin Sekai ( DS ), DS , Namco Bandai Games , Fighting ,116820,116820,1,2011-11-25,T,40872,40865,2011-11-18,2011
7526,26, Mario & Sonic at the London 2012 Olympic Games ( Wii ), Wii , Sega , Sports ,108707,108707,1,2011-11-25,E,40872,40865,2011-11-18,2011
7527,27, New Super Mario Bros. Wii ( Wii ), Wii , Nintendo , Platform ,104136,22566414,105,2011-11-25,E,40872,40137,2009-11-20,2009
7528,28, Wii Sports Resort ( Wii ), Wii , Nintendo , Sports ,93347,28012103,126,2011-11-25,E,40872,39990,2009-06-26,2009
7529,29, The Sims 3 ( PC ), PC , Electronic Arts , Simulation ,83802,3461287,129,2011-11-25,T,40872,39969,2009-06-05,2009
7530,30, FIFA Soccer 12 ( X360 ), X360 , Electronic Arts , Sports ,83095,2091772,8,2011-11-25,E,40872,40816,2011-09-30,2011
7531,1, The Legend of Zelda: Skyward Sword ( Wii ), Wii , Nintendo , Action ,1018737,1299728,2,2011-12-02,E10+,40879,40865,2011-11-18,2011
7532,2, Kinect Adventures! ( X360 ), X360 , Microsoft Game Studios , Misc ,933820,11785183,56,2011-12-02,E,40879,40487,2010-11-05,2010
7533,3, Just Dance 3 ( Wii ), Wii , Ubisoft , Misc ,870726,2546886,8,2011-12-02,E,40879,40823,2011-10-07,2011
7534,4, Call of Duty: Modern Warfare 3 ( X360 ), X360 , Activision , Shooter ,753477,8518142,3,2011-12-02,M,40879,40858,2011-11-11,2011
7535,5, Call of Duty: Modern Warfare 3 ( PS3 ), PS3 , Activision , Shooter ,750478,6944098,3,2011-12-02,M,40879,40858,2011-11-11,2011
7536,6, Super Mario 3D Land ( 3DS ), 3DS , Nintendo , Platform ,620085,1640760,4,2011-12-02,E,40879,40851,2011-11-04,2011
7537,7, The Elder Scrolls V: Skyrim ( X360 ), X360 , Bethesda Softworks , Role-Playing ,401800,2778704,3,2011-12-02,M,40879,40858,2011-11-11,2011
7538,8, Assassin's Creed: Revelations ( X360 ), X360 , Ubisoft , Action ,395823,1548792,2,2011-12-02,M,40879,40865,2011-11-18,2011
7539,9, Assassin's Creed: Revelations ( PS3 ), PS3 , Ubisoft , Action ,366840,1325641,2,2011-12-02,M,40879,40865,2011-11-18,2011
7540,10, New Super Mario Bros. Wii ( Wii ), Wii , Nintendo , Platform ,345310,22911724,106,2011-12-02,E,40879,40137,2009-11-20,2009
7541,11, WWE '12 ( X360 ), X360 , THQ , Fighting ,322957,322957,1,2011-12-02,T,40879,40872,2011-11-25,2011
7542,12, LittleBigPlanet 2 ( PS3 ), PS3 , Sony Computer Entertainment , Platform ,296225,2037537,45,2011-12-02,E,40879,40564,2011-01-21,2011
7543,13, Ratchet & Clank: All 4 One ( PS3 ), PS3 , Sony Computer Entertainment , Platform ,280964,496469,6,2011-12-02,T,40879,40837,2011-10-21,2011
7544,14, WWE '12 ( PS3 ), PS3 , THQ , Fighting ,272981,272981,1,2011-12-02,T,40879,40872,2011-11-25,2011
7545,15, Professor Layton and the Last Specter ( DS ), DS , Nintendo , Adventure ,261990,1053264,6,2011-12-02,E10+,40879,40837,2011-10-21,2011
7546,16, Saints Row: The Third ( X360 ), X360 , THQ , Action ,248881,836712,2,2011-12-02,M,40879,40865,2011-11-18,2011
7547,17, Mario Kart Wii ( Wii ), Wii , Nintendo , Racing ,246116,29401707,190,2011-12-02,E,40879,39549,2008-04-11,2008
7548,18, The Elder Scrolls V: Skyrim ( PS3 ), PS3 , Bethesda Softworks , Role-Playing ,227651,1531839,3,2011-12-02,M,40879,40858,2011-11-11,2011
7549,19, Just Dance 3 ( X360 ), X360 , Ubisoft , Misc ,226537,398451,8,2011-12-02,E,40879,40823,2011-10-07,2011
7550,20, Fable III ( X360 ), X360 , Microsoft Game Studios , Role-Playing ,221251,3605727,57,2011-12-02,M,40879,40480,2010-10-29,2010
7551,21, Uncharted 3: Drake's Deception ( PS3 ), PS3 , Sony Computer Entertainment , Action ,216938,2093288,4,2011-12-02,T,40879,40851,2011-11-04,2011
7552,22, Dance Central 2 ( X360 ), X360 , Microsoft Game Studios , Misc ,214421,472124,6,2011-12-02,T,40879,40837,2011-10-21,2011
7553,23, Kinect Sports: Season Two ( X360 ), X360 , Microsoft Game Studios , Sports ,201017,494405,5,2011-12-02,E,40879,40844,2011-10-28,2011
7554,24, Madden NFL 12 ( X360 ), X360 , Electronic Arts , Sports ,199396,1470631,13,2011-12-02,E,40879,40788,2011-09-02,2011
7555,25, Halo: Combat Evolved Anniversary ( X360 ), X360 , Microsoft Game Studios , Shooter ,198879,931849,2,2011-12-02,M,40879,40865,2011-11-18,2011
7556,26, Battlefield 3 ( X360 ), X360 , Electronic Arts , Shooter ,191614,3739311,5,2011-12-02,M,40879,40844,2011-10-28,2011
7557,27, Battlefield 3 ( PS3 ), PS3 , Electronic Arts , Shooter ,173239,3116255,5,2011-12-02,M,40879,40844,2011-10-28,2011
7558,28, Saints Row: The Third ( PS3 ), PS3 , THQ , Action ,173040,528277,2,2011-12-02,M,40879,40865,2011-11-18,2011
7559,29, The Legend of Zelda: Ocarina of Time 3D ( 3DS ), 3DS , Nintendo , Action ,166895,1652425,24,2011-12-02,E10+,40879,40711,2011-06-17,2011
7560,30, Madden NFL 12 ( PS3 ), PS3 , Electronic Arts , Sports ,163973,1233740,13,2011-12-02,E,40879,40788,2011-09-02,2011
7561,1, Mario Kart 7 ( 3DS ), 3DS , Nintendo , Racing ,684108,684108,1,2011-12-09,E,40886,40879,2011-12-02,2011
7562,2, Just Dance 3 ( Wii ), Wii , Ubisoft , Misc ,605635,3152521,9,2011-12-09,E,40886,40823,2011-10-07,2011
7563,3, Call of Duty: Modern Warfare 3 ( X360 ), X360 , Activision , Shooter ,579433,9097575,4,2011-12-09,M,40886,40858,2011-11-11,2011
7564,4, Call of Duty: Modern Warfare 3 ( PS3 ), PS3 , Activision , Shooter ,551231,7495329,4,2011-12-09,M,40886,40858,2011-11-11,2011
7565,5, Super Mario 3D Land ( 3DS ), 3DS , Nintendo , Platform ,461019,2101779,5,2011-12-09,E,40886,40851,2011-11-04,2011
7566,6, Kinect Adventures! ( X360 ), X360 , Microsoft Game Studios , Misc ,423748,12208931,57,2011-12-09,E,40886,40487,2010-11-05,2010
7567,7, Kidou Senshi Gundam: Extreme VS ( PS3 ), PS3 , Namco Bandai Games , Fighting ,343210,343210,1,2011-12-09,T,40886,40879,2011-12-02,2011
7568,8, The Legend of Zelda: Skyward Sword ( Wii ), Wii , Nintendo , Action ,324655,1624383,3,2011-12-09,E10+,40886,40865,2011-11-18,2011
7569,9, Assassin's Creed: Revelations ( PS3 ), PS3 , Ubisoft , Action ,291406,1617047,3,2011-12-09,M,40886,40865,2011-11-18,2011
7570,10, The Elder Scrolls V: Skyrim ( X360 ), X360 , Bethesda Softworks , Role-Playing ,282111,3060815,4,2011-12-09,M,40886,40858,2011-11-11,2011
7571,11, Assassin's Creed: Revelations ( X360 ), X360 , Ubisoft , Action ,240595,1789387,3,2011-12-09,M,40886,40865,2011-11-18,2011
7572,12, Professor Layton and the Last Specter ( DS ), DS , Nintendo , Adventure ,230303,1283567,7,2011-12-09,E10+,40886,40837,2011-10-21,2011
7573,13, Uncharted 3: Drake's Deception ( PS3 ), PS3 , Sony Computer Entertainment , Action ,225133,2318421,5,2011-12-09,T,40886,40851,2011-11-04,2011
7574,14, FIFA Soccer 12 ( PS3 ), PS3 , Electronic Arts , Sports ,205732,3745678,10,2011-12-09,E,40886,40816,2011-09-30,2011
7575,15, Mario Kart Wii ( Wii ), Wii , Nintendo , Racing ,203289,29604996,191,2011-12-09,E,40886,39549,2008-04-11,2008
7576,16, The Elder Scrolls V: Skyrim ( PS3 ), PS3 , Bethesda Softworks , Role-Playing ,179584,1711423,4,2011-12-09,M,40886,40858,2011-11-11,2011
7577,17, Battlefield 3 ( X360 ), X360 , Electronic Arts , Shooter ,178760,3918071,6,2011-12-09,M,40886,40844,2011-10-28,2011
7578,18, Battlefield 3 ( PS3 ), PS3 , Electronic Arts , Shooter ,174208,3290463,6,2011-12-09,M,40886,40844,2011-10-28,2011
7579,19, Mario & Sonic at the London 2012 Olympic Games ( Wii ), Wii , Sega , Sports ,151112,368017,3,2011-12-09,E,40886,40865,2011-11-18,2011
7580,20, New Super Mario Bros. Wii ( Wii ), Wii , Nintendo , Platform ,149852,23061576,107,2011-12-09,E,40886,40137,2009-11-20,2009
7581,21, Batman: Arkham City ( PS3 ), PS3 , Warner Bros. Interactive Entertainment , Action ,147173,1955003,7,2011-12-09,T,40886,40837,2011-10-21,2011
7582,22, Saints Row: The Third ( X360 ), X360 , THQ , Action ,144209,980921,3,2011-12-09,M,40886,40865,2011-11-18,2011
7583,23, Wii Sports Resort ( Wii ), Wii , Nintendo , Sports ,142898,28299347,128,2011-12-09,E,40886,39990,2009-06-26,2009
7584,24, FIFA Soccer 12 ( X360 ), X360 , Electronic Arts , Sports ,140541,2341058,10,2011-12-09,E,40886,40816,2011-09-30,2011
7585,25, Wii Sports ( Wii ), Wii , Nintendo , Sports ,138308,77487283,263,2011-12-09,E,40886,39045,2006-11-24,2006
7586,26, Kinect Sports: Season Two ( X360 ), X360 , Microsoft Game Studios , Sports ,135200,629605,6,2011-12-09,E,40886,40844,2011-10-28,2011
7587,27, Dance Central 2 ( X360 ), X360 , Microsoft Game Studios , Misc ,128819,600943,7,2011-12-09,T,40886,40837,2011-10-21,2011
7588,28, Fable III ( X360 ), X360 , Microsoft Game Studios , Role-Playing ,126228,3731955,58,2011-12-09,M,40886,40480,2010-10-29,2010
7589,29, The Elder Scrolls V: Skyrim ( PC ), PC , Bethesda Softworks , Role-Playing ,124676,1158578,4,2011-12-09,M,40886,40858,2011-11-11,2011
7590,30, The Sims 3 ( PC ), PC , Electronic Arts , Simulation ,120154,3682751,131,2011-12-09,T,40886,39969,2009-06-05,2009
7591,1, Mario Kart 7 ( 3DS ), 3DS , Nintendo , Racing ,1181930,1866038,2,2011-12-16,E,40893,40879,2011-12-02,2011
7592,2, Just Dance 3 ( Wii ), Wii , Ubisoft , Misc ,943882,4096403,10,2011-12-16,E,40893,40823,2011-10-07,2011
7593,3, Call of Duty: Modern Warfare 3 ( PS3 ), PS3 , Activision , Shooter ,587606,8082935,5,2011-12-16,M,40893,40858,2011-11-11,2011
7594,4, Call of Duty: Modern Warfare 3 ( X360 ), X360 , Activision , Shooter ,581358,9678933,5,2011-12-16,M,40893,40858,2011-11-11,2011
7595,5, Super Mario 3D Land ( 3DS ), 3DS , Nintendo , Platform ,556068,2657847,6,2011-12-16,E,40893,40851,2011-11-04,2011
7596,6, Kinect Adventures! ( X360 ), X360 , Microsoft Game Studios , Misc ,547593,12756524,58,2011-12-16,E,40893,40487,2010-11-05,2010
7597,7, Monster Hunter 3G ( 3DS ), 3DS , Capcom , Role-Playing ,525827,525827,1,2011-12-16,T,40893,40886,2011-12-09,2011
7598,8, The Elder Scrolls V: Skyrim ( X360 ), X360 , Bethesda Softworks , Role-Playing ,484219,3545034,5,2011-12-16,M,40893,40858,2011-11-11,2011
7599,9, The Legend of Zelda: Skyward Sword ( Wii ), Wii , Nintendo , Action ,367855,1992238,4,2011-12-16,E10+,40893,40865,2011-11-18,2011
7600,10, Mario Kart Wii ( Wii ), Wii , Nintendo , Racing ,359524,29964520,192,2011-12-16,E,40893,39549,2008-04-11,2008
7601,11, The Elder Scrolls V: Skyrim ( PS3 ), PS3 , Bethesda Softworks , Role-Playing ,347734,2059157,5,2011-12-16,M,40893,40858,2011-11-11,2011
7602,12, New Super Mario Bros. Wii ( Wii ), Wii , Nintendo , Platform ,340893,23402469,108,2011-12-16,E,40893,40137,2009-11-20,2009
7603,13, Mario & Sonic at the London 2012 Olympic Games ( Wii ), Wii , Sega , Sports ,330022,698039,4,2011-12-16,E,40893,40865,2011-11-18,2011
7604,14, Uncharted 3: Drake's Deception ( PS3 ), PS3 , Sony Computer Entertainment , Action ,304232,2622653,6,2011-12-16,T,40893,40851,2011-11-04,2011
7605,15, Assassin's Creed: Revelations ( X360 ), X360 , Ubisoft , Action ,254994,2044381,4,2011-12-16,M,40893,40865,2011-11-18,2011
7606,16, Assassin's Creed: Revelations ( PS3 ), PS3 , Ubisoft , Action ,254764,1871811,4,2011-12-16,M,40893,40865,2011-11-18,2011
7607,17, FIFA Soccer 12 ( PS3 ), PS3 , Electronic Arts , Sports ,249034,3994712,11,2011-12-16,E,40893,40816,2011-09-30,2011
7608,18, Professor Layton and the Last Specter ( DS ), DS , Nintendo , Adventure ,248072,1531639,8,2011-12-16,E10+,40893,40837,2011-10-21,2011
7609,19, Wii Sports Resort ( Wii ), Wii , Nintendo , Sports ,236678,28536025,129,2011-12-16,E,40893,39990,2009-06-26,2009
7610,20, Battlefield 3 ( X360 ), X360 , Electronic Arts , Shooter ,231270,4149341,7,2011-12-16,M,40893,40844,2011-10-28,2011
7611,21, Wii Sports ( Wii ), Wii , Nintendo , Sports ,229119,77716402,264,2011-12-16,E,40893,39045,2006-11-24,2006
7612,22, Battlefield 3 ( PS3 ), PS3 , Electronic Arts , Shooter ,228795,3519258,7,2011-12-16,M,40893,40844,2011-10-28,2011
7613,23, Just Dance 3 ( X360 ), X360 , Ubisoft , Misc ,193861,707344,10,2011-12-16,E,40893,40823,2011-10-07,2011
7614,24, Batman: Arkham City ( PS3 ), PS3 , Warner Bros. Interactive Entertainment , Action ,180964,2135967,8,2011-12-16,T,40893,40837,2011-10-21,2011
7615,25, Kinect Sports: Season Two ( X360 ), X360 , Microsoft Game Studios , Sports ,179250,808855,7,2011-12-16,E,40893,40844,2011-10-28,2011
7616,26, The Sims 3 ( PC ), PC , Electronic Arts , Simulation ,175502,3858253,132,2011-12-16,T,40893,39969,2009-06-05,2009
7617,27, FIFA Soccer 12 ( X360 ), X360 , Electronic Arts , Sports ,168068,2509126,11,2011-12-16,E,40893,40816,2011-09-30,2011
7618,28, Skylanders: Spyro's Adventure ( Wii ), Wii , Activision , Action ,166229,629562,9,2011-12-16,E10+,40893,40830,2011-10-14,2011
7619,29, Dance Central 2 ( X360 ), X360 , Microsoft Game Studios , Misc ,156270,757213,8,2011-12-16,T,40893,40837,2011-10-21,2011
7620,30, Need for Speed: The Run ( PS3 ), PS3 , Electronic Arts , Racing ,155129,679749,4,2011-12-16,T,40893,40865,2011-11-18,2011
7621,1, Just Dance 3 ( Wii ), Wii , Ubisoft , Misc ,1097678,5194081,11,2011-12-23,E,40900,40823,2011-10-07,2011
7622,2, Mario Kart 7 ( 3DS ), 3DS , Nintendo , Racing ,742885,2608923,3,2011-12-23,E,40900,40879,2011-12-02,2011
7623,3, Kinect Adventures! ( X360 ), X360 , Microsoft Game Studios , Misc ,694779,13451303,59,2011-12-23,E,40900,40487,2010-11-05,2010
7624,4, Super Mario 3D Land ( 3DS ), 3DS , Nintendo , Platform ,676521,3334368,7,2011-12-23,E,40900,40851,2011-11-04,2011
7625,5, Call of Duty: Modern Warfare 3 ( X360 ), X360 , Activision , Shooter ,647556,10326489,6,2011-12-23,M,40900,40858,2011-11-11,2011
7626,6, Call of Duty: Modern Warfare 3 ( PS3 ), PS3 , Activision , Shooter ,638263,8721198,6,2011-12-23,M,40900,40858,2011-11-11,2011
7627,7, Mario & Sonic at the London 2012 Olympic Games ( Wii ), Wii , Sega , Sports ,559421,1257460,5,2011-12-23,E,40900,40865,2011-11-18,2011
7628,8, Final Fantasy XIII-2 ( PS3 ), PS3 , Square Enix , Role-Playing ,538774,538774,1,2011-12-23,T,40900,40893,2011-12-16,2011
7629,9, The Elder Scrolls V: Skyrim ( X360 ), X360 , Bethesda Softworks , Role-Playing ,531015,4076049,6,2011-12-23,M,40900,40858,2011-11-11,2011
7630,10, Mario Kart Wii ( Wii ), Wii , Nintendo , Racing ,436804,30401324,193,2011-12-23,E,40900,39549,2008-04-11,2008
7631,11, New Super Mario Bros. Wii ( Wii ), Wii , Nintendo , Platform ,406231,23808700,109,2011-12-23,E,40900,40137,2009-11-20,2009
7632,12, The Legend of Zelda: Skyward Sword ( Wii ), Wii , Nintendo , Action ,329442,2321680,5,2011-12-23,E10+,40900,40865,2011-11-18,2011
7633,13, The Elder Scrolls V: Skyrim ( PS3 ), PS3 , Bethesda Softworks , Role-Playing ,325376,2384533,6,2011-12-23,M,40900,40858,2011-11-11,2011
7634,14, Uncharted 3: Drake's Deception ( PS3 ), PS3 , Sony Computer Entertainment , Action ,316481,2939134,7,2011-12-23,T,40900,40851,2011-11-04,2011
7635,15, Assassin's Creed: Revelations ( PS3 ), PS3 , Ubisoft , Action ,310724,2182535,5,2011-12-23,M,40900,40865,2011-11-18,2011
7636,16, Assassin's Creed: Revelations ( X360 ), X360 , Ubisoft , Action ,303583,2347964,5,2011-12-23,M,40900,40865,2011-11-18,2011
7637,17, Battlefield 3 ( PS3 ), PS3 , Electronic Arts , Shooter ,299589,3818847,8,2011-12-23,M,40900,40844,2011-10-28,2011
7638,18, Battlefield 3 ( X360 ), X360 , Electronic Arts , Shooter ,291870,4441211,8,2011-12-23,M,40900,40844,2011-10-28,2011
7639,19, FIFA Soccer 12 ( PS3 ), PS3 , Electronic Arts , Sports ,286560,4281272,12,2011-12-23,E,40900,40816,2011-09-30,2011
7640,20, Batman: Arkham City ( PS3 ), PS3 , Warner Bros. Interactive Entertainment , Action ,250197,2386164,9,2011-12-23,T,40900,40837,2011-10-21,2011
7641,21, Just Dance 3 ( X360 ), X360 , Ubisoft , Misc ,236797,944141,11,2011-12-23,E,40900,40823,2011-10-07,2011
7642,22, Wii Sports Resort ( Wii ), Wii , Nintendo , Sports ,236679,28772704,130,2011-12-23,E,40900,39990,2009-06-26,2009
7643,23, Kinect Sports: Season Two ( X360 ), X360 , Microsoft Game Studios , Sports ,234476,1043331,8,2011-12-23,E,40900,40844,2011-10-28,2011
7644,24, Wii Sports ( Wii ), Wii , Nintendo , Sports ,232170,77948572,265,2011-12-23,E,40900,39045,2006-11-24,2006
7645,25, Fable III ( X360 ), X360 , Microsoft Game Studios , Role-Playing ,231131,4113921,60,2011-12-23,M,40900,40480,2010-10-29,2010
7646,26, Professor Layton and the Last Specter ( DS ), DS , Nintendo , Adventure ,228942,1760581,9,2011-12-23,E10+,40900,40837,2011-10-21,2011
7647,27, Saints Row: The Third ( X360 ), X360 , THQ , Action ,228652,1357366,5,2011-12-23,M,40900,40865,2011-11-18,2011
7648,28, Need for Speed: The Run ( PS3 ), PS3 , Electronic Arts , Racing ,204236,883985,5,2011-12-23,T,40900,40865,2011-11-18,2011
7649,29, Nintendogs + cats ( 3DS ), 3DS , Nintendo , Simulation ,202426,1606189,43,2011-12-23,E,40900,40599,2011-02-25,2011
7650,30, Batman: Arkham City ( X360 ), X360 , Warner Bros. Interactive Entertainment , Action ,201106,2137506,9,2011-12-23,T,40900,40837,2011-10-21,2011
7651,1, Star Wars: The Old Republic ( PC ), PC , Electronic Arts , Role-Playing ,1431586,1431586,1,2011-12-30,E10+,40907,40900,2011-12-23,2011
7652,2, Just Dance 3 ( Wii ), Wii , Ubisoft , Misc ,1407883,6601964,12,2011-12-30,E,40907,40823,2011-10-07,2011
7653,3, Kinect Adventures! ( X360 ), X360 , Microsoft Game Studios , Misc ,908194,14359497,60,2011-12-30,E,40907,40487,2010-11-05,2010
7654,4, Mario Kart 7 ( 3DS ), 3DS , Nintendo , Racing ,885133,3494056,4,2011-12-30,E,40907,40879,2011-12-02,2011
7655,5, Super Mario 3D Land ( 3DS ), 3DS , Nintendo , Platform ,865697,4200065,8,2011-12-30,E,40907,40851,2011-11-04,2011
7656,6, Call of Duty: Modern Warfare 3 ( PS3 ), PS3 , Activision , Shooter ,807461,9528659,7,2011-12-30,M,40907,40858,2011-11-11,2011
7657,7, Call of Duty: Modern Warfare 3 ( X360 ), X360 , Activision , Shooter ,768624,11095113,7,2011-12-30,M,40907,40858,2011-11-11,2011
7658,8, Mario & Sonic at the London 2012 Olympic Games ( Wii ), Wii , Sega , Sports ,687246,1944706,6,2011-12-30,E,40907,40865,2011-11-18,2011
7659,9, The Elder Scrolls V: Skyrim ( X360 ), X360 , Bethesda Softworks , Role-Playing ,550448,4626497,7,2011-12-30,M,40907,40858,2011-11-11,2011
7660,10, Mario Kart Wii ( Wii ), Wii , Nintendo , Racing ,491388,30892712,194,2011-12-30,E,40907,39549,2008-04-11,2008
7661,11, New Super Mario Bros. Wii ( Wii ), Wii , Nintendo , Platform ,444725,24253425,110,2011-12-30,E,40907,40137,2009-11-20,2009
7662,12, Assassin's Creed: Revelations ( PS3 ), PS3 , Ubisoft , Action ,407295,2589830,6,2011-12-30,M,40907,40865,2011-11-18,2011
7663,13, The Legend of Zelda: Skyward Sword ( Wii ), Wii , Nintendo , Action ,399477,2721157,6,2011-12-30,E10+,40907,40865,2011-11-18,2011
7664,14, Battlefield 3 ( PS3 ), PS3 , Electronic Arts , Shooter ,396211,4215058,9,2011-12-30,M,40907,40844,2011-10-28,2011
7665,15, Battlefield 3 ( X360 ), X360 , Electronic Arts , Shooter ,377804,4819015,9,2011-12-30,M,40907,40844,2011-10-28,2011
7666,16, FIFA Soccer 12 ( PS3 ), PS3 , Electronic Arts , Sports ,372042,4653314,13,2011-12-30,E,40907,40816,2011-09-30,2011
7667,17, Assassin's Creed: Revelations ( X360 ), X360 , Ubisoft , Action ,368101,2716065,6,2011-12-30,M,40907,40865,2011-11-18,2011
7668,18, The Elder Scrolls V: Skyrim ( PS3 ), PS3 , Bethesda Softworks , Role-Playing ,345858,2730391,7,2011-12-30,M,40907,40858,2011-11-11,2011
7669,19, Uncharted 3: Drake's Deception ( PS3 ), PS3 , Sony Computer Entertainment , Action ,344401,3283535,8,2011-12-30,T,40907,40851,2011-11-04,2011
7670,20, Kinect Sports: Season Two ( X360 ), X360 , Microsoft Game Studios , Sports ,319207,1362538,9,2011-12-30,E,40907,40844,2011-10-28,2011
7671,21, Fable III ( X360 ), X360 , Microsoft Game Studios , Role-Playing ,288325,4402246,61,2011-12-30,M,40907,40480,2010-10-29,2010
7672,22, Just Dance 3 ( X360 ), X360 , Ubisoft , Misc ,278355,1222496,12,2011-12-30,E,40907,40823,2011-10-07,2011
7673,23, Saints Row: The Third ( X360 ), X360 , THQ , Action ,259708,1617074,6,2011-12-30,M,40907,40865,2011-11-18,2011
7674,24, Batman: Arkham City ( PS3 ), PS3 , Warner Bros. Interactive Entertainment , Action ,258221,2644385,10,2011-12-30,T,40907,40837,2011-10-21,2011
7675,25, Wii Sports Resort ( Wii ), Wii , Nintendo , Sports ,255200,29027904,131,2011-12-30,E,40907,39990,2009-06-26,2009
7676,26, FIFA Soccer 12 ( X360 ), X360 , Electronic Arts , Sports ,253220,2953400,13,2011-12-30,E,40907,40816,2011-09-30,2011
7677,27, NBA 2K12 ( X360 ), X360 , Take-Two Interactive , Sports ,249810,1191450,12,2011-12-30,E,40907,40823,2011-10-07,2011
7678,28, Need for Speed: The Run ( PS3 ), PS3 , Electronic Arts , Racing ,248497,1132482,6,2011-12-30,T,40907,40865,2011-11-18,2011
7679,29, Nintendogs + cats ( 3DS ), 3DS , Nintendo , Simulation ,247983,1854172,44,2011-12-30,E,40907,40599,2011-02-25,2011
7680,30, Zumba Fitness ( Wii ), Wii , Majesco Entertainment , Sports ,238826,4034058,58,2011-12-30,E,40907,40501,2010-11-19,2010
7681,1, Mario Kart 7 ( 3DS ), 3DS , Nintendo , Racing ,293743,4181837,6,2012-01-07,E,40915,40873,2011-11-26,2011
7682,2, Just Dance 3 ( Wii ), Wii , Ubisoft , Misc ,242190,7406601,14,2012-01-07,E,40915,40817,2011-10-01,2011
7683,3, Super Mario 3D Land ( 3DS ), 3DS , Nintendo , Platform ,238249,4791905,10,2012-01-07,E,40915,40845,2011-10-29,2011
7684,4, Kinect Adventures! ( X360 ), X360 , Microsoft Game Studios , Misc ,224543,15002955,62,2012-01-07,E,40915,40481,2010-10-30,2010
7685,5, Call of Duty: Modern Warfare 3 ( X360 ), X360 , Activision , Shooter ,168925,11696919,9,2012-01-07,M,40915,40852,2011-11-05,2011
7686,6, Call of Duty: Modern Warfare 3 ( PS3 ), PS3 , Activision , Shooter ,159997,10115619,9,2012-01-07,M,40915,40852,2011-11-05,2011
7687,7, Zumba Fitness ( Wii ), Wii , Majesco Entertainment , Sports ,117073,4273366,60,2012-01-07,E,40915,40495,2010-11-13,2010
7688,8, Star Wars: The Old Republic ( PC ), PC , Electronic Arts , Role-Playing ,106497,1836171,3,2012-01-07,T,40915,40894,2011-12-17,2011
7689,9, The Elder Scrolls V: Skyrim ( X360 ), X360 , Bethesda Softworks , Role-Playing ,104114,4967419,9,2012-01-07,M,40915,40852,2011-11-05,2011
7690,10, Monster Hunter 3G ( 3DS ), 3DS , Capcom , Role-Playing ,99138,1085812,5,2012-01-07,T,40915,40880,2011-12-03,2011
7691,11, Mario Kart Wii ( Wii ), Wii , Nintendo , Racing ,96319,31156299,196,2012-01-07,E,40915,39543,2008-04-05,2008
7692,12, FIFA Soccer 12 ( PS3 ), PS3 , Electronic Arts , Sports ,94201,4936512,15,2012-01-07,E,40915,40810,2011-09-24,2011
7693,13, The Elder Scrolls V: Skyrim ( PS3 ), PS3 , Bethesda Softworks , Role-Playing ,91081,2998343,9,2012-01-07,M,40915,40852,2011-11-05,2011
7694,14, Battlefield 3 ( X360 ), X360 , Electronic Arts , Shooter ,90858,5134208,11,2012-01-07,M,40915,40838,2011-10-22,2011
7695,15, Mario & Sonic at the London 2012 Olympic Games ( Wii ), Wii , Sega , Sports ,83821,2220686,8,2012-01-07,E,40915,40859,2011-11-12,2011
7696,16, Battlefield 3 ( PS3 ), PS3 , Electronic Arts , Shooter ,81746,4492442,11,2012-01-07,M,40915,40838,2011-10-22,2011
7697,17, Kinect Sports: Season Two ( X360 ), X360 , Microsoft Game Studios , Sports ,80192,1600667,11,2012-01-07,E,40915,40838,2011-10-22,2011
7698,18, NBA 2K12 ( X360 ), X360 , Take-Two Interactive , Sports ,77604,1393739,14,2012-01-07,E,40915,40817,2011-10-01,2011
7699,19, New Super Mario Bros. Wii ( Wii ), Wii , Nintendo , Platform ,76971,24461236,112,2012-01-07,E,40915,40131,2009-11-14,2009
7700,20, Assassin's Creed: Revelations ( PS3 ), PS3 , Ubisoft , Action ,72834,2864602,8,2012-01-07,M,40915,40859,2011-11-12,2011
7701,21, Assassin's Creed: Revelations ( X360 ), X360 , Ubisoft , Action ,69493,2997360,8,2012-01-07,M,40915,40859,2011-11-12,2011
7702,22, NBA 2K12 ( PS3 ), PS3 , Take-Two Interactive , Sports ,68646,1169204,14,2012-01-07,E,40915,40817,2011-10-01,2011
