Pos,Name,Platform,Publisher,Genre,Week,Total,time,date,ESRB,date
26, New Super Mario Bros. , DS , Nintendo , Platform ,44560,19572614,164,2009-07-03,E,39997 
27, Ghostbusters: The Video Game , PS3 , Sony Computer Entertainment , Action ,44239,250007,3,2009-07-03,E,39997 
28, Mario Kart DS , DS , Nintendo , Racing ,44033,14602845,190,2009-07-03,E,39997 
29, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,41665,3351179,125,2009-07-03,E,39997 
30, inFAMOUS , PS3 , Sony Computer Entertainment , Action ,38626,634614,6,2009-07-03,T,39997 
1, Dragon Quest IX: Sentinels of the Starry Skies , DS , Nintendo , Role-Playing ,2338221,2338221,1,2009-07-10,E10+,40004 
2, Wii Sports , Wii , Nintendo , Sports ,152906,45676138,138,2009-07-10,E,40004 
3, Wii Fit , Wii , Nintendo , Sports ,138677,20424099,85,2009-07-10,E,40004 
4, Wii Sports Resort , Wii , Nintendo , Sports ,99102,601789,3,2009-07-10,E,40004 
5, Mario Kart Wii , Wii , Nintendo , Racing ,98937,16496798,66,2009-07-10,E,40004 
6, Pokemon Pt Giratina, DS , Nintendo , Role-Playing ,83653,5334188,44,2009-07-10,T,40004 
7, Fight Night Round 4 , X360 , Electronic Arts , Fighting ,80674,567425,3,2009-07-10,T,40004 
8, Fight Night Round 4 , PS3 , Electronic Arts , Fighting ,77481,409988,3,2009-07-10,T,40004 
9, EA Sports Active , Wii , Electronic Arts , Sports ,75410,1334930,8,2009-07-10,E,40004 
10, Monster Hunter Freedom Unite , PSP , Capcom , Role-Playing ,58674,3478317,68,2009-07-10,T,40004 
11, Tomodachi Collection , DS , Nintendo , Misc ,54280,285682,4,2009-07-10,E,40004 
12, Wii Play , Wii , Nintendo , Misc ,50658,23806230,137,2009-07-10,E,40004 
13, UFC 2009 Undisputed , X360 , THQ , Fighting ,50476,1248491,8,2009-07-10,T,40004 
14, [Prototype] , X360 , Activision , Action ,49149,675488,5,2009-07-10,M,40004 
15, Call of Juarez: Bound in Blood , X360 , Ubisoft , Shooter ,45527,119233,2,2009-07-10,M,40004 
16, Call of Juarez: Bound in Blood , PS3 , Ubisoft , Shooter ,44316,117420,2,2009-07-10,M,40004 
17, Tiger Woods PGA Tour 10 , Wii , Electronic Arts , Sports ,43290,325566,5,2009-07-10,E,40004 
18, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,42825,3394004,126,2009-07-10,E,40004 
19, Mario Kart DS , DS , Nintendo , Racing ,42436,14645281,191,2009-07-10,E,40004 
20, New Super Mario Bros. , DS , Nintendo , Platform ,41692,19614306,165,2009-07-10,E,40004 
21, EA Sports Grand Slam Tennis , Wii , Electronic Arts , Sports ,39001,219835,5,2009-07-10,E,40004 
22, The Conduit , Wii , Sega , Shooter ,37876,134374,3,2009-07-10,T,40004 
23, UFC 2009 Undisputed , PS3 , THQ , Fighting ,37751,875719,8,2009-07-10,T,40004 
24, The Sims 3 , PC , Electronic Arts , Simulation ,35928,723518,6,2009-07-10,T,40004 
25, inFAMOUS , PS3 , Sony Computer Entertainment , Action ,35653,670267,7,2009-07-10,T,40004 
26, [Prototype] , PS3 , Activision , Action ,35477,434225,5,2009-07-10,M,40004 
27, Transformers: Revenge of the Fallen , X360 , Activision , Action ,34655,160328,3,2009-07-10,T,40004 
28, Transformers: Revenge of the Fallen , PS3 , Activision , Action ,33005,118667,3,2009-07-10,T,40004 
29, The BIGS 2 , X360 , Take-Two Interactive , Sports ,32508,32508,1,2009-07-10,E10+,40004 
30, Harry Potter and the Half-Blood Prince , Wii , Electronic Arts , Action ,30240,50735,2,2009-07-10,E10+,40004 
1, Dragon Quest IX: Sentinels of the Starry Skies , DS , Nintendo , Role-Playing ,620116,2958337,2,2009-07-17,E10+,40011 
2, NCAA Football 10 , X360 , Electronic Arts , Sports ,250298,250298,1,2009-07-17,E,40011 
3, NCAA Football 10 , PS3 , Electronic Arts , Sports ,149912,149912,1,2009-07-17,E,40011 
4, Wii Sports , Wii , Nintendo , Sports ,149744,45825882,139,2009-07-17,E,40011 
5, Wii Fit , Wii , Nintendo , Sports ,134101,20558200,86,2009-07-17,E,40011 
6, Mario Kart Wii , Wii , Nintendo , Racing ,103846,16600644,67,2009-07-17,E,40011 
7, Pokemon Pt Giratina, DS , Nintendo , Role-Playing ,75732,5409920,45,2009-07-17,T,40011 
8, Pro Yakyuu Spirits 6 , PS3 , Konami Digital Entertainment , Sports ,73855,73855,1,2009-07-17,T,40011 
9, EA Sports Active , Wii , Electronic Arts , Sports ,71231,1406161,9,2009-07-17,E,40011 
10, Wii Sports Resort , Wii , Nintendo , Sports ,70769,672558,4,2009-07-17,E,40011 
11, Tomodachi Collection , DS , Nintendo , Misc ,60531,346213,5,2009-07-17,E,40011 
12, Fight Night Round 4 , X360 , Electronic Arts , Fighting ,58552,625977,4,2009-07-17,T,40011 
13, Fight Night Round 4 , PS3 , Electronic Arts , Fighting ,56644,466632,4,2009-07-17,T,40011 
14, Monster Hunter Freedom Unite , PSP , Capcom , Role-Playing ,51158,3529475,69,2009-07-17,T,40011 
15, Wii Play , Wii , Nintendo , Misc ,49040,23855270,138,2009-07-17,E,40011 
16, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,42991,3436995,127,2009-07-17,E,40011 
17, Mario Kart DS , DS , Nintendo , Racing ,42805,14688086,192,2009-07-17,E,40011 
18, UFC 2009 Undisputed , X360 , THQ , Fighting ,41670,1290161,9,2009-07-17,T,40011 
19, New Super Mario Bros. , DS , Nintendo , Platform ,40984,19655289,166,2009-07-17,E,40011 
20, Harry Potter and the Half-Blood Prince , Wii , Electronic Arts , Action ,39653,90388,3,2009-07-17,E10+,40011 
21, Tiger Woods PGA Tour 10 , Wii , Electronic Arts , Sports ,37697,363263,6,2009-07-17,E,40011 
22, [Prototype] , X360 , Activision , Action ,35777,711265,6,2009-07-17,M,40011 
23, The Sims 3 , PC , Electronic Arts , Simulation ,33655,757173,7,2009-07-17,T,40011 
24, inFAMOUS , PS3 , Sony Computer Entertainment , Action ,33057,703324,8,2009-07-17,T,40011 
25, Call of Juarez: Bound in Blood , PS3 , Ubisoft , Shooter ,32234,149654,3,2009-07-17,M,40011 
26, UFC 2009 Undisputed , PS3 , THQ , Fighting ,30056,905775,9,2009-07-17,T,40011 
27, [Prototype] , PS3 , Activision , Action ,28727,462952,6,2009-07-17,M,40011 
28, Transformers: Revenge of the Fallen , X360 , Activision , Action ,27956,188284,4,2009-07-17,T,40011 
29, Harry Potter and the Half-Blood Prince , DS , Electronic Arts , Action ,27882,60379,3,2009-07-17,E10+,40011 
30, The Conduit , Wii , Sega , Shooter ,26748,161122,4,2009-07-17,T,40011 
1, Wii Sports Resort , Wii , Nintendo , Sports ,380910,1053468,5,2009-07-24,E,40018 
2, Dragon Quest IX: Sentinels of the Starry Skies , DS , Nintendo , Role-Playing ,273414,3231751,3,2009-07-24,E10+,40018 
3, Wii Sports , Wii , Nintendo , Sports ,169607,45995489,140,2009-07-24,E,40018 
4, Wii Fit , Wii , Nintendo , Sports ,132484,20690684,87,2009-07-24,E,40018 
5, Mario Kart Wii , Wii , Nintendo , Racing ,101859,16702503,68,2009-07-24,E,40018 
6, NCAA Football 10 , X360 , Electronic Arts , Sports ,94652,344950,2,2009-07-24,E,40018 
7, EA Sports Active , Wii , Electronic Arts , Sports ,72910,1479071,10,2009-07-24,E,40018 
8, Pokemon Pt Giratina, DS , Nintendo , Role-Playing ,72155,5482075,46,2009-07-24,T,40018 
9, Tomodachi Collection , DS , Nintendo , Misc ,71785,417998,6,2009-07-24,E,40018 
10, Wii Play , Wii , Nintendo , Misc ,57644,23912914,139,2009-07-24,E,40018 
11, NCAA Football 10 , PS3 , Electronic Arts , Sports ,56164,206076,2,2009-07-24,E,40018 
12, Monster Hunter Freedom Unite , PSP , Capcom , Role-Playing ,52757,3582232,70,2009-07-24,T,40018 
13, Penguin no Mondai X: Tenkuu no 7 Senshi , DS , Konami Digital Entertainment , Action ,50169,50169,1,2009-07-24,K-A,40018 
14, Fight Night Round 4 , X360 , Electronic Arts , Fighting ,44935,670912,5,2009-07-24,T,40018 
15, Harry Potter and the Half-Blood Prince , Wii , Electronic Arts , Action ,44484,134872,4,2009-07-24,E10+,40018 
16, New Super Mario Bros. , DS , Nintendo , Platform ,43874,19699163,167,2009-07-24,E,40018 
17, Mario Kart DS , DS , Nintendo , Racing ,43779,14731865,193,2009-07-24,E,40018 
18, Fight Night Round 4 , PS3 , Electronic Arts , Fighting ,43118,509750,5,2009-07-24,T,40018 
19, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,41818,3478813,128,2009-07-24,E,40018 
20, Okaeri! Chibi-Robo! Happy Richie Oosouji , DS , Nintendo , Adventure ,37241,37241,1,2009-07-24,E,40018 
21, Harry Potter and the Half-Blood Prince , DS , Electronic Arts , Action ,34401,94780,4,2009-07-24,E10+,40018 
22, Tiger Woods PGA Tour 10 , Wii , Electronic Arts , Sports ,34319,397582,7,2009-07-24,E,40018 
23, UFC 2009 Undisputed , X360 , THQ , Fighting ,33670,1323831,10,2009-07-24,T,40018 
24, inFAMOUS , PS3 , Sony Computer Entertainment , Action ,30934,734258,9,2009-07-24,T,40018 
25, [Prototype] , X360 , Activision , Action ,29703,740968,7,2009-07-24,M,40018 
26, Call of Juarez: Bound in Blood , PS3 , Ubisoft , Shooter ,29071,178725,4,2009-07-24,M,40018 
27, Katamari Forever , PS3 , Namco Bandai Games , Puzzle ,28929,28929,1,2009-07-24,E,40018 
28, The Sims 3 , PC , Electronic Arts , Simulation ,28490,785663,8,2009-07-24,T,40018 
29, UFC 2009 Undisputed , PS3 , THQ , Fighting ,27862,933637,10,2009-07-24,T,40018 
30, Halo 3 , X360 , Microsoft Game Studios , Shooter ,27161,9808133,96,2009-07-24,M,40018 
1, Wii Sports Resort , Wii , Nintendo , Sports ,976318,2029786,6,2009-07-31,E,40025 
2, Monster Hunter Tri , Wii , Nintendo , Role-Playing ,561259,561259,1,2009-07-31,T,40025 
3, Wii Sports , Wii , Nintendo , Sports ,199384,46194873,141,2009-07-31,E,40025 
4, Dragon Quest IX: Sentinels of the Starry Skies , DS , Nintendo , Role-Playing ,175227,3406978,4,2009-07-31,E10+,40025 
5, Wii Fit , Wii , Nintendo , Sports ,128266,20818950,88,2009-07-31,E,40025 
6, Mario Kart Wii , Wii , Nintendo , Racing ,101707,16804210,69,2009-07-31,E,40025 
7, Tomodachi Collection , DS , Nintendo , Misc ,80670,498668,7,2009-07-31,E,40025 
8, EA Sports Active , Wii , Electronic Arts , Sports ,72429,1551500,11,2009-07-31,E,40025 
9, Pokemon Pt Giratina, DS , Nintendo , Role-Playing ,69312,5551387,47,2009-07-31,T,40025 
10, Gears of War 2 , X360 , Microsoft Game Studios , Shooter ,60946,4936867,39,2009-07-31,M,40025 
11, Wii Play , Wii , Nintendo , Misc ,59654,23972568,140,2009-07-31,E,40025 
12, NCAA Football 10 , X360 , Electronic Arts , Sports ,53722,398672,3,2009-07-31,E,40025 
13, Puyo Puyo 7 , DS , Sega , Puzzle ,52878,52878,1,2009-07-31,E,40025 
14, Monster Hunter Freedom Unite , PSP , Capcom , Role-Playing ,49694,3631926,71,2009-07-31,T,40025 
15, Mario Kart DS , DS , Nintendo , Racing ,45676,14777541,194,2009-07-31,E,40025 
16, New Super Mario Bros. , DS , Nintendo , Platform ,42564,19741728,168,2009-07-31,E,40025 
17, The King of Fighters XII , PS3 , Ignition Entertainment , Fighting ,40295,40295,1,2009-07-31,T,40025 
18, Armored Core 3 Portable , PSP , From Software , Simulation ,38745,38745,1,2009-07-31,T,40025 
19, Fight Night Round 4 , PS3 , Electronic Arts , Fighting ,36542,546292,6,2009-07-31,T,40025 
20, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,36100,3514913,129,2009-07-31,E,40025 
21, NCAA Football 10 , PS3 , Electronic Arts , Sports ,35009,241085,3,2009-07-31,E,40025 
22, Harry Potter and the Half-Blood Prince , Wii , Electronic Arts , Action ,33647,168519,5,2009-07-31,E10+,40025 
23, Fight Night Round 4 , X360 , Electronic Arts , Fighting ,32629,703541,6,2009-07-31,T,40025 
24, inFAMOUS , PS3 , Sony Computer Entertainment , Action ,28860,763118,10,2009-07-31,T,40025 
25, Harry Potter and the Half-Blood Prince , DS , Electronic Arts , Action ,28610,123390,5,2009-07-31,E10+,40025 
26, UFC 2009 Undisputed , X360 , THQ , Fighting ,28379,1352210,11,2009-07-31,T,40025 
27, Tiger Woods PGA Tour 10 , Wii , Electronic Arts , Sports ,28374,425956,8,2009-07-31,E,40025 
28, UFC 2009 Undisputed , PS3 , THQ , Fighting ,28227,961864,11,2009-07-31,T,40025 
29, The Sims 3 , PC , Electronic Arts , Simulation ,28183,813846,9,2009-07-31,T,40025 
30, To Heart 2 Portable , PSP , Aquaplus , Adventure ,27567,27567,1,2009-07-31,T,40025 
1, Wii Sports Resort , Wii , Nintendo , Sports ,547615,2577401,7,2009-08-07,E,40032 
2, Wii Sports , Wii , Nintendo , Sports ,173411,46368284,142,2009-08-07,E,40032 
3, Tales of VS. , PSP , Namco Bandai Games , Fighting ,143773,143773,1,2009-08-07,T,40032 
4, Monster Hunter Tri , Wii , Nintendo , Role-Playing ,137054,698313,2,2009-08-07,T,40032 
5, Dragon Quest IX: Sentinels of the Starry Skies , DS , Nintendo , Role-Playing ,122050,3529028,5,2009-08-07,E10+,40032 
6, Wii Fit , Wii , Nintendo , Sports ,116446,20935396,89,2009-08-07,E,40032 
7, Mario Kart Wii , Wii , Nintendo , Racing ,93744,16897954,70,2009-08-07,E,40032 
8, Tomodachi Collection , DS , Nintendo , Misc ,90389,589057,8,2009-08-07,E,40032 
9, EA Sports Active , Wii , Electronic Arts , Sports ,79214,1630714,12,2009-08-07,E,40032 
10, Pokemon Pt Giratina, DS , Nintendo , Role-Playing ,65861,5617248,48,2009-08-07,T,40032 
11, Wii Play , Wii , Nintendo , Misc ,55319,24027887,141,2009-08-07,E,40032 
12, Mario Kart DS , DS , Nintendo , Racing ,52414,14829955,195,2009-08-07,E,40032 
13, Monster Hunter Freedom Unite , PSP , Capcom , Role-Playing ,48643,3680569,72,2009-08-07,T,40032 
14, New Super Mario Bros. , DS , Nintendo , Platform ,46373,19788101,169,2009-08-07,E,40032 
15, Street Fighter IV , X360 , Capcom , Fighting ,35644,1187915,26,2009-08-07,T,40032 
16, Magna Carta 2 , X360 , Banpresto , Role-Playing ,35211,35211,1,2009-08-07,T,40032 
17, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,34280,3549193,130,2009-08-07,E,40032 
18, Irozuki Tingle no Koi no Balloon Trip , DS , Nintendo , Adventure ,33735,33735,1,2009-08-07,K-A,40032 
19, NCAA Football 10 , X360 , Electronic Arts , Sports ,32855,431527,4,2009-08-07,E,40032 
20, SD Gundam G Generation Wars , Wii , Namco Bandai Games , Strategy ,32335,32335,1,2009-08-07,T,40032 
21, Blood of Bahamut , DS , Square Enix , Role-Playing ,32198,32198,1,2009-08-07,M,40032 
22, NCAA Football 10 , PS3 , Electronic Arts , Sports ,31595,272680,4,2009-08-07,E,40032 
23, Fight Night Round 4 , PS3 , Electronic Arts , Fighting ,30439,576731,7,2009-08-07,T,40032 
24, Tiger Woods PGA Tour 10 , Wii , Electronic Arts , Sports ,28074,454030,9,2009-08-07,E,40032 
25, Halo 3 , X360 , Microsoft Game Studios , Shooter ,27430,9862351,98,2009-08-07,M,40032 
26, Puyo Puyo 7 , DS , Sega , Puzzle ,27145,80023,2,2009-08-07,E,40032 
27, Street Fighter IV , PS3 , Capcom , Fighting ,27133,1428813,26,2009-08-07,T,40032 
28, Ashes Cricket 2009 , PS3 , Codemasters , Sports ,26364,26364,1,2009-08-07,E,40032 
29, Fight Night Round 4 , X360 , Electronic Arts , Fighting ,26107,729648,7,2009-08-07,T,40032 
30, Harry Potter and the Half-Blood Prince , Wii , Electronic Arts , Action ,25956,194475,6,2009-08-07,E10+,40032 
1, Madden NFL 10 , X360 , Electronic Arts , Sports ,654005,654005,1,2009-08-14,E,40039 
2, Wii Sports Resort , Wii , Nintendo , Sports ,456519,3033920,8,2009-08-14,E,40039 
3, Madden NFL 10 , PS3 , Electronic Arts , Sports ,444311,444311,1,2009-08-14,E,40039 
4, Wii Sports , Wii , Nintendo , Sports ,165568,46533852,143,2009-08-14,E,40039 
5, Tomodachi Collection , DS , Nintendo , Misc ,130306,719363,9,2009-08-14,E,40039 
6, Dragon Quest IX: Sentinels of the Starry Skies , DS , Nintendo , Role-Playing ,122233,3651261,6,2009-08-14,E10+,40039 
7, Wii Fit , Wii , Nintendo , Sports ,110707,21046103,90,2009-08-14,E,40039 
8, Mario Kart Wii , Wii , Nintendo , Racing ,86187,16984141,71,2009-08-14,E,40039 
9, Monster Hunter Tri , Wii , Nintendo , Role-Playing ,84298,782611,3,2009-08-14,T,40039 
10, Pokemon Pt Giratina, DS , Nintendo , Role-Playing ,66061,5683309,49,2009-08-14,T,40039 
11, Madden NFL 10 , Wii , Electronic Arts , Sports ,59707,59707,1,2009-08-14,E,40039 
12, EA Sports Active , Wii , Electronic Arts , Sports ,57420,1688134,13,2009-08-14,E,40039 
13, Madden NFL 10 , PSP , Electronic Arts , Sports ,51933,51933,1,2009-08-14,E,40039 
14, Mario Kart DS , DS , Nintendo , Racing ,51845,14881800,196,2009-08-14,E,40039 
15, Monster Hunter Freedom Unite , PSP , Capcom , Role-Playing ,50797,3731366,73,2009-08-14,T,40039 
16, Wii Play , Wii , Nintendo , Misc ,48780,24076667,142,2009-08-14,E,40039 
17, New Super Mario Bros. , DS , Nintendo , Platform ,45434,19833535,170,2009-08-14,E,40039 
18, Tales of VS. , PSP , Namco Bandai Games , Fighting ,34182,177955,2,2009-08-14,T,40039 
19, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,31230,3580423,131,2009-08-14,E,40039 
20, Street Fighter IV , X360 , Capcom , Fighting ,28889,1216804,27,2009-08-14,T,40039 
21, Puyo Puyo 7 , DS , Sega , Puzzle ,28823,108846,3,2009-08-14,E,40039 
22, NCAA Football 10 , PS3 , Electronic Arts , Sports ,27580,300260,5,2009-08-14,E,40039 
23, Halo 3 , X360 , Microsoft Game Studios , Shooter ,27151,9889502,99,2009-08-14,M,40039 
24, Street Fighter IV , PS3 , Capcom , Fighting ,25719,1454532,27,2009-08-14,T,40039 
25, Fight Night Round 4 , PS3 , Electronic Arts , Fighting ,25340,602071,8,2009-08-14,T,40039 
26, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,24854,17758698,222,2009-08-14,E,40039 
27, Call of Juarez: Bound in Blood , PS3 , Ubisoft , Shooter ,24093,247613,7,2009-08-14,M,40039 
28, The Sims 3 , PC , Electronic Arts , Simulation ,23922,863673,11,2009-08-14,T,40039 
29, Ashes Cricket 2009 , Wii , Codemasters , Sports ,23889,45058,2,2009-08-14,E,40039 
30, inFAMOUS , PS3 , Sony Computer Entertainment , Action ,23665,812737,12,2009-08-14,T,40039 
1, Wii Sports Resort , Wii , Nintendo , Sports ,356445,3390365,9,2009-08-21,E,40046 
2, Madden NFL 10 , X360 , Electronic Arts , Sports ,192713,846718,2,2009-08-21,E,40046 
3, Madden NFL 10 , PS3 , Electronic Arts , Sports ,158307,602618,2,2009-08-21,E,40046 
4, Wii Sports , Wii , Nintendo , Sports ,149590,46683442,144,2009-08-21,E,40046 
5, Wolfenstein , X360 , Activision , Shooter ,116192,116192,1,2009-08-21,M,40046 
6, Wii Fit , Wii , Nintendo , Sports ,98789,21144892,91,2009-08-21,E,40046 
7, Dragon Quest IX: Sentinels of the Starry Skies , DS , Nintendo , Role-Playing ,78987,3730248,7,2009-08-21,E10+,40046 
8, Mario Kart Wii , Wii , Nintendo , Racing ,76414,17060555,72,2009-08-21,E,40046 
9, Tomodachi Collection , DS , Nintendo , Misc ,73996,793359,10,2009-08-21,E,40046 
10, Wolfenstein , PS3 , Activision , Shooter ,69602,69602,1,2009-08-21,M,40046 
11, Pokemon Pt Giratina, DS , Nintendo , Role-Playing ,60140,5743449,50,2009-08-21,T,40046 
12, EA Sports Active , Wii , Electronic Arts , Sports ,50827,1738961,14,2009-08-21,E,40046 
13, Mario Kart DS , DS , Nintendo , Racing ,47792,14929592,197,2009-08-21,E,40046 
14, Monster Hunter Tri , Wii , Nintendo , Role-Playing ,45597,828208,4,2009-08-21,T,40046 
15, Wii Play , Wii , Nintendo , Misc ,43497,24120164,143,2009-08-21,E,40046 
16, New Super Mario Bros. , DS , Nintendo , Platform ,41228,19874762,171,2009-08-21,E,40046 
17, Monster Hunter Freedom Unite , PSP , Capcom , Role-Playing ,39660,3771026,74,2009-08-21,T,40046 
18, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,28272,3608695,132,2009-08-21,E,40046 
19, Halo 3 , X360 , Microsoft Game Studios , Shooter ,25815,9915317,100,2009-08-21,M,40046 
20, Fossil Fighters , DS , Nintendo , Role-Playing ,25501,43752,71,2009-08-21,E,40046 
21, Madden NFL 10 , Wii , Electronic Arts , Sports ,23402,83109,2,2009-08-21,E,40046 
22, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,23240,17781938,223,2009-08-21,E,40046 
23, Madden NFL 10 , PSP , Electronic Arts , Sports ,23166,75099,2,2009-08-21,E,40046 
24, Call of Duty: World at War , PS3 , Activision , Shooter ,22883,3551961,41,2009-08-21,M,40046 
25, Fight Night Round 4 , PS3 , Electronic Arts , Fighting ,22005,624076,9,2009-08-21,T,40046 
26, Ookami Kakushi , PSP , Konami Digital Entertainment , Action ,21941,21941,1,2009-08-21,T,40046 
27, Call of Duty: World at War , X360 , Activision , Shooter ,21498,5677230,41,2009-08-21,M,40046 
28, Nintendogs , DS , Nintendo , Simulation ,21429,22780665,227,2009-08-21,E,40046 
29, NCAA Football 10 , PS3 , Electronic Arts , Sports ,21201,321461,6,2009-08-21,E,40046 
30, inFAMOUS , PS3 , Sony Computer Entertainment , Action ,21032,833769,13,2009-08-21,T,40046 
1, Batman: Arkham Asylum , PS3 , Eidos Interactive , Action ,434532,434532,1,2009-08-28,T,40053 
2, Batman: Arkham Asylum , X360 , Eidos Interactive , Action ,389225,389225,1,2009-08-28,T,40053 
3, Wii Sports Resort , Wii , Nintendo , Sports ,327807,3718172,10,2009-08-28,E,40053 
4, Wii Sports , Wii , Nintendo , Sports ,144198,46827640,145,2009-08-28,E,40053 
5, Dissidia: Final Fantasy , PSP , Square Enix , Fighting ,132847,1043177,37,2009-08-28,T,40053 
6, Metroid Prime: Trilogy , Wii , Nintendo , Shooter ,115487,115487,1,2009-08-28,T,40053 
7, Madden NFL 10 , X360 , Electronic Arts , Sports ,113963,960681,3,2009-08-28,E,40053 
8, Wii Fit , Wii , Nintendo , Sports ,106927,21251819,92,2009-08-28,E,40053 
9, Madden NFL 10 , PS3 , Electronic Arts , Sports ,97705,700323,3,2009-08-28,E,40053 
10, Tomodachi Collection , DS , Nintendo , Misc ,77195,870554,11,2009-08-28,E,40053 
11, Mario Kart Wii , Wii , Nintendo , Racing ,75168,17135723,73,2009-08-28,E,40053 
12, Professor Layton and the Diabolical Box , DS , Level 5 , Adventure ,70955,986195,92,2009-08-28,E10+,40053 
13, Dragon Quest IX: Sentinels of the Starry Skies , DS , Nintendo , Role-Playing ,68933,3799181,8,2009-08-28,E10+,40053 
14, Pokemon Pt Giratina, DS , Nintendo , Role-Playing ,60381,5803830,51,2009-08-28,T,40053 
15, Wolfenstein , X360 , Activision , Shooter ,48924,165116,2,2009-08-28,M,40053 
16, Mario Kart DS , DS , Nintendo , Racing ,47445,14977037,198,2009-08-28,E,40053 
17, EA Sports Active , Wii , Electronic Arts , Sports ,47119,1786080,15,2009-08-28,E,40053 
18, Dream C Club , X360 , D3Publisher , Simulation ,44521,44521,1,2009-08-28,M,40053 
19, Wii Play , Wii , Nintendo , Misc ,43940,24164104,144,2009-08-28,E,40053 
20, New Super Mario Bros. , DS , Nintendo , Platform ,41206,19915968,172,2009-08-28,E,40053 
21, Wolfenstein , PS3 , Activision , Shooter ,40456,110058,2,2009-08-28,M,40053 
22, Monster Hunter Freedom Unite , PSP , Capcom , Role-Playing ,37180,3808206,75,2009-08-28,T,40053 
23, Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout , X360 , Bethesda Softworks , Role-Playing ,34629,34629,1,2009-08-28,M,40053 
24, Monster Hunter Tri , Wii , Nintendo , Role-Playing ,32565,860773,5,2009-08-28,T,40053 
25, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,31862,3640557,133,2009-08-28,E,40053 
26, SoulCalibur: Broken Destiny , PSP , Namco Bandai Games , Fighting ,30046,30046,1,2009-08-28,T,40053 
27, Halo 3 , X360 , Microsoft Game Studios , Shooter ,28946,9944263,101,2009-08-28,M,40053 
28, Super Robot Gakuen , DS , Namco Bandai Games , Adventure ,26418,26418,1,2009-08-28,T,40053 
29, Fossil Fighters , DS , Nintendo , Role-Playing ,26132,69884,72,2009-08-28,E,40053 
30, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,24484,17806422,224,2009-08-28,E,40053 
1, Wii Sports Resort , Wii , Nintendo , Sports ,300767,4018939,11,2009-09-04,E,40060 
2, Batman: Arkham Asylum , PS3 , Eidos Interactive , Action ,227624,662156,2,2009-09-04,T,40060 
3, Batman: Arkham Asylum , X360 , Eidos Interactive , Action ,181784,571009,2,2009-09-04,T,40060 
4, Mobile Suit Gundam Battlefield Record U.C.0081 , PS3 , Namco Bandai Games , Action ,167664,167664,1,2009-09-04,T,40060 
5, Guitar Hero 5 , X360 , Activision , Misc ,143968,143968,1,2009-09-04,T,40060 
6, Guitar Hero 5 , Wii , Activision , Misc ,139973,139973,1,2009-09-04,T,40060 
7, Wii Sports , Wii , Nintendo , Sports ,138974,46966614,146,2009-09-04,E,40060 
8, Dissidia: Final Fantasy , PSP , Square Enix , Fighting ,132991,1176168,38,2009-09-04,T,40060 
9, Wii Fit , Wii , Nintendo , Sports ,116388,21368207,93,2009-09-04,E,40060 
10, Guitar Hero 5 , PS3 , Activision , Misc ,101933,101933,1,2009-09-04,T,40060 
11, Tomodachi Collection , DS , Nintendo , Misc ,87227,957781,12,2009-09-04,E,40060 
12, Mario Kart Wii , Wii , Nintendo , Racing ,80549,17216272,74,2009-09-04,E,40060 
13, Madden NFL 10 , X360 , Electronic Arts , Sports ,78282,1038963,4,2009-09-04,E,40060 
14, Madden NFL 10 , PS3 , Electronic Arts , Sports ,71631,771954,4,2009-09-04,E,40060 
15, Section 8 , X360 , SouthPeak Interactive , Shooter ,57745,57745,1,2009-09-04,T,40060 
16, Pokemon Pt Giratina, DS , Nintendo , Role-Playing ,55254,5859084,52,2009-09-04,T,40060 
17, Dragon Quest IX: Sentinels of the Starry Skies , DS , Nintendo , Role-Playing ,50955,3850136,9,2009-09-04,E10+,40060 
18, Love Plus , DS , Konami Digital Entertainment , Simulation ,46747,46747,1,2009-09-04,E,40060 
19, EA Sports Active , Wii , Electronic Arts , Sports ,44620,1830700,16,2009-09-04,E,40060 
20, SoulCalibur: Broken Destiny , PSP , Namco Bandai Games , Fighting ,43497,73543,2,2009-09-04,T,40060 
21, Mario Kart DS , DS , Nintendo , Racing ,42461,15019498,199,2009-09-04,E,40060 
22, Wii Play , Wii , Nintendo , Misc ,41940,24206044,145,2009-09-04,E,40060 
23, New Super Mario Bros. , DS , Nintendo , Platform ,41433,19957401,173,2009-09-04,E,40060 
24, Metroid Prime: Trilogy , Wii , Nintendo , Shooter ,36130,151617,2,2009-09-04,T,40060 
25, Monster Hunter Freedom Unite , PSP , Capcom , Role-Playing ,34487,3842693,76,2009-09-04,T,40060 
